country,department,course_name,mandatory_flag,assignment_month,learning_record_count,completed_count,overdue_count,completion_rate,overdue_rate,avg_days_to_complete
France,Technology,Code of Conduct,1,2025-04-01 00:00:00,1,1,0,1.0,0.0,5.0
Germany,Finance,Data Protection,1,2025-09-01 00:00:00,1,1,0,1.0,0.0,5.0
Netherlands,Technology,Advanced Analytics,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,18.0
Ireland,Sales,Advanced Analytics,0,2026-03-01 00:00:00,2,2,0,1.0,0.0,13.0
Germany,Supply Chain,Code of Conduct,1,2026-03-01 00:00:00,2,2,0,1.0,0.0,21.0
Germany,Technology,Advanced Analytics,0,2025-04-01 00:00:00,2,0,2,0.0,1.0,
Netherlands,People,Leadership Essentials,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,3.0
UK,Technology,Leadership Essentials,0,2025-06-01 00:00:00,3,3,0,1.0,0.0,15.0
Ireland,Operations,Stakeholder Management,0,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Germany,Technology,Data Protection,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,21.0
Netherlands,People,Leadership Essentials,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,9.0
Netherlands,Operations,Health and Safety,1,2025-03-01 00:00:00,2,1,1,0.5,0.5,16.0
UK,Technology,Health and Safety,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,3.0
Germany,Commercial,Health and Safety,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,25.0
Ireland,Customer Support,Advanced Analytics,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
France,Supply Chain,Advanced Analytics,0,2025-10-01 00:00:00,1,0,1,0.0,1.0,
Germany,Customer Support,Data Protection,1,2025-08-01 00:00:00,1,0,1,0.0,1.0,
UK,Supply Chain,Data Protection,1,2025-05-01 00:00:00,3,3,0,1.0,0.0,20.7
Germany,Technology,Leadership Essentials,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,22.0
UK,Commercial,Data Protection,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,20.0
Ireland,Supply Chain,Data Protection,1,2025-04-01 00:00:00,1,0,1,0.0,1.0,
France,Sales,Health and Safety,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,8.0
France,Sales,Stakeholder Management,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,31.0
France,Supply Chain,Leadership Essentials,0,2025-10-01 00:00:00,1,0,1,0.0,1.0,
Germany,Commercial,Leadership Essentials,0,2025-12-01 00:00:00,1,1,0,1.0,0.0,32.0
France,Commercial,Leadership Essentials,0,2025-12-01 00:00:00,1,0,1,0.0,1.0,
UK,People,Advanced Analytics,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,15.0
Germany,Finance,Stakeholder Management,0,2025-05-01 00:00:00,1,0,1,0.0,1.0,
UK,Commercial,Health and Safety,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,15.0
Germany,Technology,Stakeholder Management,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
Germany,Operations,Data Protection,1,2025-01-01 00:00:00,1,0,1,0.0,1.0,
UK,Supply Chain,Data Protection,1,2026-02-01 00:00:00,3,1,2,0.3333,0.6667,8.0
UK,Customer Support,Stakeholder Management,0,2026-01-01 00:00:00,8,7,0,0.875,0.0,23.7
UK,Operations,Health and Safety,1,2025-06-01 00:00:00,10,6,4,0.6,0.4,33.3
UK,Customer Support,Health and Safety,1,2025-09-01 00:00:00,2,2,0,1.0,0.0,18.5
Germany,Customer Support,Code of Conduct,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,21.0
Germany,Technology,Code of Conduct,1,2025-07-01 00:00:00,2,2,0,1.0,0.0,16.0
France,Finance,Stakeholder Management,0,2026-01-01 00:00:00,1,0,0,0.0,0.0,
Germany,Technology,Leadership Essentials,0,2026-03-01 00:00:00,2,1,0,0.5,0.0,1.0
Netherlands,Finance,Advanced Analytics,0,2025-12-01 00:00:00,2,2,0,1.0,0.0,10.0
UK,Finance,Leadership Essentials,0,2025-08-01 00:00:00,7,6,1,0.8571,0.1429,12.5
Germany,Technology,Advanced Analytics,0,2025-07-01 00:00:00,3,3,0,1.0,0.0,19.7
Germany,Customer Support,Code of Conduct,1,2025-05-01 00:00:00,2,1,1,0.5,0.5,14.0
UK,Commercial,Advanced Analytics,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,6.0
UK,Operations,Stakeholder Management,0,2025-01-01 00:00:00,19,11,8,0.5789,0.4211,35.3
Netherlands,Operations,Health and Safety,1,2026-02-01 00:00:00,2,1,1,0.5,0.5,32.0
UK,Finance,Leadership Essentials,0,2025-05-01 00:00:00,3,2,1,0.6667,0.3333,15.5
UK,Supply Chain,Health and Safety,1,2025-04-01 00:00:00,7,6,1,0.8571,0.1429,27.7
Germany,Supply Chain,Stakeholder Management,0,2025-09-01 00:00:00,3,2,1,0.6667,0.3333,31.5
France,Operations,Data Protection,1,2025-12-01 00:00:00,2,0,2,0.0,1.0,
Germany,Customer Support,Code of Conduct,1,2026-01-01 00:00:00,3,1,2,0.3333,0.6667,34.0
UK,Operations,Stakeholder Management,0,2025-11-01 00:00:00,10,3,7,0.3,0.7,36.0
Germany,Customer Support,Code of Conduct,1,2025-03-01 00:00:00,2,1,1,0.5,0.5,23.0
Germany,Sales,Leadership Essentials,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,18.0
France,Sales,Code of Conduct,1,2025-03-01 00:00:00,2,2,0,1.0,0.0,20.5
UK,Finance,Leadership Essentials,0,2025-03-01 00:00:00,5,4,1,0.8,0.2,6.8
France,Finance,Advanced Analytics,0,2025-05-01 00:00:00,3,3,0,1.0,0.0,8.0
Ireland,People,Advanced Analytics,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,Technology,Stakeholder Management,0,2025-01-01 00:00:00,2,2,0,1.0,0.0,13.0
UK,Supply Chain,Code of Conduct,1,2025-11-01 00:00:00,4,3,1,0.75,0.25,17.0
UK,People,Advanced Analytics,0,2026-01-01 00:00:00,2,2,0,1.0,0.0,9.0
UK,Sales,Code of Conduct,1,2025-02-01 00:00:00,2,2,0,1.0,0.0,16.5
France,Supply Chain,Stakeholder Management,0,2025-12-01 00:00:00,3,2,1,0.6667,0.3333,20.5
Germany,Operations,Code of Conduct,1,2026-01-01 00:00:00,2,1,1,0.5,0.5,27.0
Ireland,Finance,Code of Conduct,1,2025-04-01 00:00:00,1,1,0,1.0,0.0,4.0
UK,Customer Support,Stakeholder Management,0,2025-08-01 00:00:00,5,4,1,0.8,0.2,18.3
Netherlands,Customer Support,Leadership Essentials,0,2025-11-01 00:00:00,2,2,0,1.0,0.0,25.0
Ireland,Technology,Code of Conduct,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,4.0
UK,People,Stakeholder Management,0,2026-03-01 00:00:00,2,2,0,1.0,0.0,6.5
UK,Supply Chain,Advanced Analytics,0,2025-07-01 00:00:00,5,3,2,0.6,0.4,30.3
Netherlands,Technology,Code of Conduct,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,1.0
Netherlands,Sales,Code of Conduct,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,1.0
Germany,Supply Chain,Leadership Essentials,0,2025-04-01 00:00:00,1,0,1,0.0,1.0,
UK,Commercial,Code of Conduct,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,9.0
Netherlands,Sales,Leadership Essentials,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,Technology,Stakeholder Management,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,5.0
Netherlands,Sales,Health and Safety,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,11.0
UK,Customer Support,Data Protection,1,2025-12-01 00:00:00,2,2,0,1.0,0.0,18.5
Germany,Sales,Data Protection,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,28.0
Germany,Sales,Stakeholder Management,0,2025-04-01 00:00:00,2,2,0,1.0,0.0,35.5
Netherlands,Operations,Leadership Essentials,0,2025-04-01 00:00:00,4,1,3,0.25,0.75,38.0
UK,Technology,Health and Safety,1,2025-06-01 00:00:00,3,3,0,1.0,0.0,11.7
Ireland,Operations,Leadership Essentials,0,2025-11-01 00:00:00,1,0,1,0.0,1.0,
UK,Customer Support,Stakeholder Management,0,2025-05-01 00:00:00,9,4,5,0.4444,0.5556,24.5
France,Technology,Stakeholder Management,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,25.0
Netherlands,Technology,Advanced Analytics,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,18.0
Ireland,Technology,Advanced Analytics,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,28.0
Ireland,Sales,Data Protection,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,25.0
Netherlands,People,Code of Conduct,1,2025-09-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,People,Stakeholder Management,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,1.0
Netherlands,Sales,Code of Conduct,1,2025-11-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Commercial,Health and Safety,1,2025-09-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,Commercial,Leadership Essentials,0,2026-01-01 00:00:00,4,4,0,1.0,0.0,5.8
UK,Commercial,Stakeholder Management,0,2026-02-01 00:00:00,2,1,0,0.5,0.0,29.0
UK,Technology,Leadership Essentials,0,2025-02-01 00:00:00,4,3,1,0.75,0.25,17.7
Germany,Operations,Leadership Essentials,0,2025-02-01 00:00:00,4,0,4,0.0,1.0,
UK,Customer Support,Code of Conduct,1,2025-04-01 00:00:00,3,2,1,0.6667,0.3333,17.5
France,Finance,Stakeholder Management,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,7.0
Germany,Commercial,Data Protection,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,10.0
UK,Commercial,Advanced Analytics,0,2026-01-01 00:00:00,3,2,1,0.6667,0.3333,21.5
Germany,Sales,Advanced Analytics,0,2026-02-01 00:00:00,2,0,0,0.0,0.0,
Netherlands,Supply Chain,Stakeholder Management,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,29.0
UK,People,Advanced Analytics,0,2025-08-01 00:00:00,3,2,1,0.6667,0.3333,7.5
Germany,Customer Support,Data Protection,1,2026-02-01 00:00:00,2,2,0,1.0,0.0,13.5
France,Technology,Stakeholder Management,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,23.0
Germany,Operations,Code of Conduct,1,2025-03-01 00:00:00,1,0,1,0.0,1.0,
UK,Operations,Data Protection,1,2026-02-01 00:00:00,3,1,2,0.3333,0.6667,20.0
France,Operations,Code of Conduct,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,48.0
UK,Supply Chain,Leadership Essentials,0,2025-06-01 00:00:00,3,1,2,0.3333,0.6667,44.0
Ireland,Commercial,Advanced Analytics,0,2025-02-01 00:00:00,1,0,1,0.0,1.0,
UK,Sales,Leadership Essentials,0,2025-04-01 00:00:00,5,3,2,0.6,0.4,8.7
Germany,Commercial,Code of Conduct,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,23.0
UK,Finance,Leadership Essentials,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,12.0
UK,Supply Chain,Code of Conduct,1,2025-01-01 00:00:00,3,2,1,0.6667,0.3333,32.5
France,Finance,Advanced Analytics,0,2025-08-01 00:00:00,2,2,0,1.0,0.0,17.5
Netherlands,Finance,Health and Safety,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,1.0
UK,Customer Support,Stakeholder Management,0,2025-03-01 00:00:00,4,3,1,0.75,0.25,29.0
France,Commercial,Advanced Analytics,0,2026-03-01 00:00:00,1,0,0,0.0,0.0,
UK,Commercial,Advanced Analytics,0,2025-03-01 00:00:00,3,2,1,0.6667,0.3333,22.5
France,Supply Chain,Leadership Essentials,0,2026-03-01 00:00:00,2,0,0,0.0,0.0,
France,Technology,Stakeholder Management,0,2025-03-01 00:00:00,3,1,2,0.3333,0.6667,8.0
France,Sales,Code of Conduct,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,Commercial,Leadership Essentials,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,5.0
France,Finance,Stakeholder Management,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,10.0
Netherlands,Customer Support,Leadership Essentials,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,18.0
Germany,Supply Chain,Code of Conduct,1,2025-10-01 00:00:00,3,2,1,0.6667,0.3333,31.5
France,Customer Support,Advanced Analytics,0,2025-10-01 00:00:00,2,2,0,1.0,0.0,17.5
Germany,Operations,Stakeholder Management,0,2025-09-01 00:00:00,3,2,1,0.6667,0.3333,34.0
Germany,Operations,Code of Conduct,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,49.0
Netherlands,Sales,Leadership Essentials,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,32.0
UK,Technology,Stakeholder Management,0,2025-09-01 00:00:00,3,3,0,1.0,0.0,12.7
Germany,Customer Support,Leadership Essentials,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,11.0
Germany,Finance,Stakeholder Management,0,2026-02-01 00:00:00,1,0,0,0.0,0.0,
Ireland,Supply Chain,Data Protection,1,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Commercial,Stakeholder Management,0,2025-02-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Commercial,Leadership Essentials,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,10.0
France,People,Advanced Analytics,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,13.0
Ireland,Sales,Health and Safety,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,13.0
Germany,Operations,Code of Conduct,1,2025-05-01 00:00:00,2,1,1,0.5,0.5,14.0
Germany,People,Leadership Essentials,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,14.0
Germany,People,Stakeholder Management,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,15.0
Germany,People,Data Protection,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,10.0
Netherlands,Finance,Health and Safety,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,8.0
UK,Commercial,Advanced Analytics,0,2025-08-01 00:00:00,3,2,1,0.6667,0.3333,18.5
Netherlands,People,Leadership Essentials,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,10.0
Netherlands,Commercial,Leadership Essentials,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,24.0
France,Supply Chain,Data Protection,1,2025-12-01 00:00:00,2,1,1,0.5,0.5,17.0
France,Technology,Stakeholder Management,0,2026-01-01 00:00:00,2,2,0,1.0,0.0,15.0
Germany,Operations,Data Protection,1,2025-11-01 00:00:00,2,0,2,0.0,1.0,
France,People,Code of Conduct,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,2.0
Germany,Technology,Stakeholder Management,0,2025-03-01 00:00:00,1,0,1,0.0,1.0,
Germany,Customer Support,Health and Safety,1,2025-11-01 00:00:00,3,3,0,1.0,0.0,14.3
Netherlands,People,Stakeholder Management,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,Customer Support,Code of Conduct,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,16.0
France,Supply Chain,Advanced Analytics,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,17.0
UK,People,Advanced Analytics,0,2025-05-01 00:00:00,1,0,1,0.0,1.0,
UK,Commercial,Data Protection,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,19.0
Germany,Technology,Stakeholder Management,0,2025-05-01 00:00:00,2,1,1,0.5,0.5,10.0
France,People,Leadership Essentials,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,5.0
Ireland,Supply Chain,Advanced Analytics,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,33.0
Ireland,Commercial,Health and Safety,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,5.0
Germany,Finance,Advanced Analytics,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,6.0
Netherlands,Commercial,Code of Conduct,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,12.0
UK,Finance,Code of Conduct,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,6.0
France,Sales,Stakeholder Management,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,20.0
Germany,Finance,Health and Safety,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,9.0
Germany,Finance,Leadership Essentials,0,2025-12-01 00:00:00,1,1,0,1.0,0.0,25.0
Netherlands,Commercial,Data Protection,1,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Customer Support,Health and Safety,1,2026-03-01 00:00:00,1,0,0,0.0,0.0,
France,Sales,Code of Conduct,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,9.0
Ireland,Supply Chain,Leadership Essentials,0,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Germany,Technology,Stakeholder Management,0,2026-01-01 00:00:00,1,0,1,0.0,1.0,
France,Finance,Stakeholder Management,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,21.0
UK,People,Advanced Analytics,0,2025-03-01 00:00:00,1,0,1,0.0,1.0,
Germany,People,Advanced Analytics,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,17.0
France,Finance,Advanced Analytics,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,22.0
Netherlands,Finance,Leadership Essentials,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,16.0
UK,Customer Support,Leadership Essentials,0,2025-07-01 00:00:00,5,2,3,0.4,0.6,16.0
France,Customer Support,Leadership Essentials,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,6.0
UK,Commercial,Data Protection,1,2025-10-01 00:00:00,2,2,0,1.0,0.0,12.0
UK,Operations,Data Protection,1,2025-12-01 00:00:00,9,5,4,0.5556,0.4444,25.2
Netherlands,Operations,Data Protection,1,2025-02-01 00:00:00,2,2,0,1.0,0.0,33.0
UK,Operations,Advanced Analytics,0,2025-01-01 00:00:00,13,3,10,0.2308,0.7692,40.0
France,Supply Chain,Advanced Analytics,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,23.0
UK,Operations,Health and Safety,1,2025-10-01 00:00:00,10,6,4,0.6,0.4,27.3
France,Operations,Health and Safety,1,2025-07-01 00:00:00,2,1,1,0.5,0.5,31.0
France,Supply Chain,Health and Safety,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,41.0
Germany,Supply Chain,Data Protection,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,33.0
Germany,Supply Chain,Code of Conduct,1,2025-06-01 00:00:00,2,0,2,0.0,1.0,
UK,People,Leadership Essentials,0,2025-07-01 00:00:00,3,3,0,1.0,0.0,10.0
Germany,Commercial,Leadership Essentials,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,20.0
Germany,Commercial,Advanced Analytics,0,2026-02-01 00:00:00,2,1,0,0.5,0.0,10.0
UK,Supply Chain,Leadership Essentials,0,2025-10-01 00:00:00,4,3,1,0.75,0.25,23.0
UK,Technology,Leadership Essentials,0,2026-03-01 00:00:00,3,2,0,0.6667,0.0,2.5
UK,Technology,Advanced Analytics,0,2025-07-01 00:00:00,4,3,1,0.75,0.25,13.3
France,Supply Chain,Stakeholder Management,0,2026-02-01 00:00:00,1,0,0,0.0,0.0,
UK,Operations,Code of Conduct,1,2025-01-01 00:00:00,11,7,4,0.6364,0.3636,19.9
Germany,Supply Chain,Data Protection,1,2025-11-01 00:00:00,3,1,2,0.3333,0.6667,29.0
UK,Finance,Stakeholder Management,0,2025-07-01 00:00:00,6,5,1,0.8333,0.1667,10.2
France,Operations,Stakeholder Management,0,2025-01-01 00:00:00,5,0,5,0.0,1.0,
France,Technology,Leadership Essentials,0,2025-06-01 00:00:00,2,1,1,0.5,0.5,10.0
UK,Finance,Advanced Analytics,0,2025-08-01 00:00:00,5,3,2,0.6,0.4,19.3
France,Supply Chain,Leadership Essentials,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,50.0
UK,Sales,Leadership Essentials,0,2025-09-01 00:00:00,4,2,2,0.5,0.5,14.5
Germany,Supply Chain,Leadership Essentials,0,2025-09-01 00:00:00,3,1,2,0.3333,0.6667,25.0
France,Operations,Advanced Analytics,0,2026-03-01 00:00:00,4,1,0,0.25,0.0,3.0
Netherlands,Operations,Advanced Analytics,0,2025-11-01 00:00:00,3,2,1,0.6667,0.3333,41.0
Netherlands,Customer Support,Advanced Analytics,0,2025-10-01 00:00:00,2,1,1,0.5,0.5,40.0
UK,Operations,Code of Conduct,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,18.0
UK,Supply Chain,Data Protection,1,2025-12-01 00:00:00,5,4,1,0.8,0.2,28.3
France,People,Data Protection,1,2025-11-01 00:00:00,2,2,0,1.0,0.0,6.0
Ireland,Technology,Stakeholder Management,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,16.0
UK,Technology,Data Protection,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,7.0
France,Sales,Data Protection,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,25.5
UK,Operations,Advanced Analytics,0,2025-11-01 00:00:00,17,8,9,0.4706,0.5294,20.3
Germany,Supply Chain,Stakeholder Management,0,2025-04-01 00:00:00,3,1,2,0.3333,0.6667,53.0
UK,Commercial,Leadership Essentials,0,2025-01-01 00:00:00,2,2,0,1.0,0.0,11.5
Germany,Sales,Stakeholder Management,0,2025-09-01 00:00:00,2,0,2,0.0,1.0,
Germany,Sales,Leadership Essentials,0,2025-02-01 00:00:00,2,0,2,0.0,1.0,
Ireland,Operations,Code of Conduct,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,19.0
Netherlands,Sales,Advanced Analytics,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,14.0
Germany,Operations,Leadership Essentials,0,2026-03-01 00:00:00,3,2,0,0.6667,0.0,20.5
France,Technology,Data Protection,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,11.0
France,Operations,Stakeholder Management,0,2025-11-01 00:00:00,2,1,1,0.5,0.5,46.0
Netherlands,Supply Chain,Health and Safety,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,27.0
France,Supply Chain,Code of Conduct,1,2025-11-01 00:00:00,3,1,2,0.3333,0.6667,35.0
Ireland,Operations,Stakeholder Management,0,2025-09-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Sales,Stakeholder Management,0,2026-01-01 00:00:00,3,3,0,1.0,0.0,21.7
Netherlands,Sales,Stakeholder Management,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,23.0
UK,People,Health and Safety,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,5.0
Ireland,Technology,Leadership Essentials,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,6.0
Ireland,Customer Support,Health and Safety,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,32.0
UK,Sales,Stakeholder Management,0,2025-01-01 00:00:00,3,3,0,1.0,0.0,18.7
France,Customer Support,Leadership Essentials,0,2025-05-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Supply Chain,Advanced Analytics,0,2025-11-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Operations,Code of Conduct,1,2025-05-01 00:00:00,2,1,1,0.5,0.5,26.0
UK,Technology,Health and Safety,1,2025-10-01 00:00:00,2,2,0,1.0,0.0,12.0
UK,Finance,Advanced Analytics,0,2025-03-01 00:00:00,3,3,0,1.0,0.0,9.0
UK,Supply Chain,Health and Safety,1,2025-09-01 00:00:00,2,1,1,0.5,0.5,28.0
France,Commercial,Code of Conduct,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,4.0
Netherlands,Commercial,Advanced Analytics,0,2025-05-01 00:00:00,2,1,1,0.5,0.5,1.0
France,People,Stakeholder Management,0,2026-01-01 00:00:00,2,1,0,0.5,0.0,17.0
UK,Finance,Advanced Analytics,0,2026-01-01 00:00:00,4,3,0,0.75,0.0,16.3
Ireland,Commercial,Data Protection,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,16.0
Germany,Finance,Leadership Essentials,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,4.0
UK,Commercial,Stakeholder Management,0,2025-12-01 00:00:00,3,3,0,1.0,0.0,11.0
France,Supply Chain,Code of Conduct,1,2025-01-01 00:00:00,2,2,0,1.0,0.0,43.0
Netherlands,Supply Chain,Leadership Essentials,0,2026-03-01 00:00:00,1,0,0,0.0,0.0,
Ireland,Operations,Advanced Analytics,0,2025-03-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Code of Conduct,1,2025-10-01 00:00:00,2,1,1,0.5,0.5,14.0
France,Supply Chain,Health and Safety,1,2025-11-01 00:00:00,1,0,1,0.0,1.0,
UK,Sales,Stakeholder Management,0,2025-11-01 00:00:00,2,2,0,1.0,0.0,21.5
Netherlands,Supply Chain,Data Protection,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,40.0
Netherlands,Operations,Code of Conduct,1,2025-07-01 00:00:00,2,0,2,0.0,1.0,
Netherlands,Operations,Advanced Analytics,0,2025-01-01 00:00:00,4,3,1,0.75,0.25,22.0
Ireland,Customer Support,Data Protection,1,2026-03-01 00:00:00,2,2,0,1.0,0.0,16.0
France,People,Advanced Analytics,0,2025-04-01 00:00:00,3,3,0,1.0,0.0,3.7
Germany,Operations,Stakeholder Management,0,2025-04-01 00:00:00,2,1,1,0.5,0.5,62.0
UK,Customer Support,Code of Conduct,1,2025-09-01 00:00:00,2,2,0,1.0,0.0,28.0
UK,Customer Support,Health and Safety,1,2025-04-01 00:00:00,4,2,2,0.5,0.5,21.0
Germany,Finance,Stakeholder Management,0,2025-12-01 00:00:00,1,1,0,1.0,0.0,16.0
Ireland,Operations,Data Protection,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,38.0
Germany,People,Leadership Essentials,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,11.0
UK,Finance,Advanced Analytics,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,19.0
Germany,Finance,Data Protection,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,5.0
France,Finance,Health and Safety,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,9.0
France,Commercial,Code of Conduct,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,4.0
Netherlands,Finance,Stakeholder Management,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,4.0
Netherlands,Operations,Leadership Essentials,0,2025-09-01 00:00:00,1,0,1,0.0,1.0,
France,Commercial,Leadership Essentials,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,22.0
France,Customer Support,Advanced Analytics,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,6.0
France,Operations,Data Protection,1,2026-02-01 00:00:00,2,1,1,0.5,0.5,27.0
Ireland,Commercial,Advanced Analytics,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,4.0
Netherlands,Sales,Stakeholder Management,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,29.0
France,Commercial,Advanced Analytics,0,2025-02-01 00:00:00,2,1,1,0.5,0.5,24.0
Ireland,Operations,Advanced Analytics,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,33.0
UK,Technology,Stakeholder Management,0,2025-04-01 00:00:00,4,3,1,0.75,0.25,9.7
Germany,People,Code of Conduct,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,6.0
Netherlands,Supply Chain,Advanced Analytics,0,2025-01-01 00:00:00,1,0,1,0.0,1.0,
France,Customer Support,Stakeholder Management,0,2025-10-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Supply Chain,Code of Conduct,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,36.0
UK,People,Stakeholder Management,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,13.0
