country,department,job_role,gender,application_month,application_count,screen_count,interview_count,offer_count,hired_count,screen_rate,interview_rate,offer_rate,hire_rate
UK,Customer Support,Customer Success Manager,Male,2025-04-01 00:00:00,18,14,8,3,3,0.7778,0.4444,0.1667,0.1667
Netherlands,Customer Support,Customer Success Manager,Male,2026-02-01 00:00:00,4,2,2,1,1,0.5,0.5,0.25,0.25
France,Operations,Construction Supervisor,Male,2025-06-01 00:00:00,4,2,2,0,0,0.5,0.5,0.0,0.0
Germany,Finance,Financial Analyst,Female,2025-12-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Commercial,Pricing Manager,Male,2025-04-01 00:00:00,23,17,12,5,4,0.7391,0.5217,0.2174,0.1739
Ireland,Customer Support,Customer Support Rep,Male,2025-12-01 00:00:00,3,2,2,1,1,0.6667,0.6667,0.3333,0.3333
Netherlands,Finance,Financial Analyst,Male,2025-07-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
Netherlands,Sales,Sales Executive,Male,2025-05-01 00:00:00,4,4,2,0,0,1.0,0.5,0.0,0.0
UK,Commercial,Commercial Analyst,Female,2026-01-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
France,Finance,Accountant,Male,2025-06-01 00:00:00,4,4,3,2,2,1.0,0.75,0.5,0.5
UK,Sales,Sales Executive,Male,2025-12-01 00:00:00,13,10,10,6,6,0.7692,0.7692,0.4615,0.4615
UK,Operations,Site Engineer,Male,2025-11-01 00:00:00,12,9,3,3,3,0.75,0.25,0.25,0.25
Ireland,Customer Support,Customer Success Manager,Female,2026-03-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,People,HR Advisor,Male,2025-08-01 00:00:00,7,6,4,1,0,0.8571,0.5714,0.1429,0.0
UK,Customer Support,Customer Support Rep,Male,2025-10-01 00:00:00,18,15,10,5,4,0.8333,0.5556,0.2778,0.2222
Germany,Customer Support,Customer Success Manager,Male,2025-04-01 00:00:00,4,4,3,1,0,1.0,0.75,0.25,0.0
UK,Supply Chain,Logistics Coordinator,Male,2025-11-01 00:00:00,13,13,8,4,4,1.0,0.6154,0.3077,0.3077
UK,Technology,Data Analyst,Male,2025-12-01 00:00:00,20,14,8,7,5,0.7,0.4,0.35,0.25
Ireland,Commercial,Pricing Manager,Male,2025-11-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Germany,Operations,Project Manager,Female,2025-10-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
UK,Commercial,Commercial Analyst,Female,2025-08-01 00:00:00,6,5,3,1,1,0.8333,0.5,0.1667,0.1667
UK,Finance,Financial Analyst,Female,2026-03-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Sales,Sales Executive,Female,2025-07-01 00:00:00,5,4,1,1,0,0.8,0.2,0.2,0.0
France,People,HR Advisor,Male,2025-04-01 00:00:00,7,3,3,2,0,0.4286,0.4286,0.2857,0.0
Netherlands,People,HR Advisor,Male,2026-01-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
France,Customer Support,Customer Success Manager,Male,2025-07-01 00:00:00,4,3,2,0,0,0.75,0.5,0.0,0.0
Germany,People,HR Advisor,Male,2025-05-01 00:00:00,3,2,2,1,1,0.6667,0.6667,0.3333,0.3333
UK,Technology,Software Engineer,Male,2025-06-01 00:00:00,12,8,4,2,1,0.6667,0.3333,0.1667,0.0833
France,Finance,Accountant,Female,2025-09-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Operations,Project Manager,Male,2025-04-01 00:00:00,10,8,5,2,2,0.8,0.5,0.2,0.2
Germany,People,HR Advisor,Male,2026-01-01 00:00:00,8,8,6,2,1,1.0,0.75,0.25,0.125
Netherlands,Sales,Account Manager,Male,2025-12-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
UK,Customer Support,Customer Success Manager,Female,2025-12-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2025-04-01 00:00:00,4,4,1,0,0,1.0,0.25,0.0,0.0
Ireland,Technology,Data Analyst,Male,2026-03-01 00:00:00,5,4,1,1,0,0.8,0.2,0.2,0.0
Netherlands,People,HR Advisor,Male,2025-08-01 00:00:00,4,4,3,1,1,1.0,0.75,0.25,0.25
Ireland,Commercial,Commercial Analyst,Male,2025-06-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
UK,Technology,Data Engineer,Female,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Sales,Sales Executive,Male,2026-01-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
Ireland,People,HR Business Partner,Male,2025-08-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Ireland,Sales,Account Manager,Male,2025-06-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Supply Chain,Logistics Coordinator,Male,2026-03-01 00:00:00,2,1,1,1,0,0.5,0.5,0.5,0.0
Germany,Commercial,Pricing Manager,Male,2025-06-01 00:00:00,8,7,5,2,2,0.875,0.625,0.25,0.25
Germany,Technology,Data Analyst,Male,2026-03-01 00:00:00,4,4,2,0,0,1.0,0.5,0.0,0.0
UK,Finance,Accountant,Female,2025-11-01 00:00:00,2,2,2,0,0,1.0,1.0,0.0,0.0
Netherlands,People,HR Business Partner,Male,2025-04-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
Germany,Operations,Project Manager,Male,2025-09-01 00:00:00,5,4,1,1,1,0.8,0.2,0.2,0.2
UK,Supply Chain,Logistics Coordinator,Female,2025-06-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,People,HR Advisor,Male,2026-03-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Germany,Operations,Site Engineer,Female,2025-09-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Operations,Project Manager,Female,2026-01-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Germany,Finance,Accountant,Female,2025-09-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Germany,Customer Support,Customer Support Rep,Female,2025-12-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Sales,Sales Executive,Male,2025-08-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Netherlands,Technology,Data Analyst,Male,2026-03-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Netherlands,People,HR Advisor,Male,2025-05-01 00:00:00,4,2,0,0,0,0.5,0.0,0.0,0.0
France,Operations,Site Engineer,Male,2025-09-01 00:00:00,4,2,2,0,0,0.5,0.5,0.0,0.0
Netherlands,Operations,Site Engineer,Male,2025-11-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
Ireland,People,HR Business Partner,Male,2026-01-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Customer Support,Customer Support Rep,Female,2025-06-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Germany,Commercial,Pricing Manager,Female,2025-09-01 00:00:00,3,2,2,0,0,0.6667,0.6667,0.0,0.0
UK,Operations,Construction Supervisor,Female,2025-05-01 00:00:00,2,1,1,1,0,0.5,0.5,0.5,0.0
France,Supply Chain,Warehouse Manager,Male,2025-08-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Supply Chain,Procurement Specialist,Male,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Finance,Financial Analyst,Male,2025-07-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,People,HR Advisor,Female,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Supply Chain,Warehouse Manager,Male,2026-03-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Customer Support,Customer Success Manager,Female,2025-10-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Operations,Construction Supervisor,Male,2026-03-01 00:00:00,3,3,2,1,1,1.0,0.6667,0.3333,0.3333
France,Customer Support,Customer Support Rep,Female,2025-10-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Commercial,Pricing Manager,Male,2025-07-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Operations,Project Manager,Male,2025-12-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
Netherlands,People,HR Business Partner,Female,2025-08-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Operations,Construction Supervisor,Female,2025-08-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
UK,Commercial,Commercial Analyst,Female,2025-05-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
UK,Operations,Construction Supervisor,Female,2026-01-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,People,HR Business Partner,Male,2025-05-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Supply Chain,Warehouse Manager,Male,2026-03-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,Finance,Accountant,Male,2025-07-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Ireland,Operations,Site Engineer,Female,2025-11-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
France,Commercial,Commercial Analyst,Female,2025-11-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Commercial,Commercial Analyst,Female,2025-11-01 00:00:00,1,1,1,1,0,1.0,1.0,1.0,0.0
UK,Commercial,Pricing Manager,Female,2025-07-01 00:00:00,2,1,1,1,0,0.5,0.5,0.5,0.0
France,Supply Chain,Warehouse Manager,Male,2026-01-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Ireland,Customer Support,Customer Support Rep,Female,2025-05-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,Operations,Construction Supervisor,Female,2025-09-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Finance,Financial Analyst,Male,2026-02-01 00:00:00,17,11,8,6,6,0.6471,0.4706,0.3529,0.3529
UK,Sales,Account Manager,Male,2025-06-01 00:00:00,18,12,6,2,2,0.6667,0.3333,0.1111,0.1111
Germany,Sales,Account Manager,Male,2026-03-01 00:00:00,17,13,9,3,0,0.7647,0.5294,0.1765,0.0
Netherlands,Sales,Sales Executive,Male,2025-09-01 00:00:00,3,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Commercial,Pricing Manager,Female,2025-06-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
Germany,Sales,Sales Executive,Male,2025-07-01 00:00:00,19,18,9,3,2,0.9474,0.4737,0.1579,0.1053
UK,Commercial,Commercial Analyst,Female,2025-09-01 00:00:00,2,2,2,0,0,1.0,1.0,0.0,0.0
Germany,People,HR Advisor,Male,2025-09-01 00:00:00,8,4,4,0,0,0.5,0.5,0.0,0.0
UK,Technology,Data Analyst,Male,2025-07-01 00:00:00,20,14,4,3,3,0.7,0.2,0.15,0.15
Germany,Supply Chain,Logistics Coordinator,Male,2025-04-01 00:00:00,9,4,3,1,1,0.4444,0.3333,0.1111,0.1111
UK,Customer Support,Customer Support Rep,Male,2025-11-01 00:00:00,14,10,8,3,2,0.7143,0.5714,0.2143,0.1429
France,Commercial,Commercial Analyst,Male,2026-03-01 00:00:00,6,5,3,1,1,0.8333,0.5,0.1667,0.1667
UK,Sales,Sales Executive,Female,2025-12-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
UK,Finance,Accountant,Female,2025-10-01 00:00:00,5,4,2,0,0,0.8,0.4,0.0,0.0
France,Sales,Sales Executive,Male,2025-04-01 00:00:00,3,0,0,0,0,0.0,0.0,0.0,0.0
UK,Supply Chain,Warehouse Manager,Male,2025-11-01 00:00:00,8,5,2,0,0,0.625,0.25,0.0,0.0
UK,Sales,Sales Executive,Male,2025-07-01 00:00:00,20,14,7,3,3,0.7,0.35,0.15,0.15
UK,People,HR Business Partner,Male,2026-02-01 00:00:00,25,16,4,0,0,0.64,0.16,0.0,0.0
France,Operations,Site Engineer,Male,2026-01-01 00:00:00,7,4,2,2,1,0.5714,0.2857,0.2857,0.1429
Ireland,People,HR Business Partner,Female,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Finance,Accountant,Female,2026-01-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Supply Chain,Logistics Coordinator,Male,2025-10-01 00:00:00,10,6,2,1,0,0.6,0.2,0.1,0.0
Germany,Operations,Project Manager,Male,2025-08-01 00:00:00,7,3,3,0,0,0.4286,0.4286,0.0,0.0
Netherlands,Commercial,Commercial Analyst,Male,2025-06-01 00:00:00,4,2,0,0,0,0.5,0.0,0.0,0.0
Germany,Customer Support,Customer Support Rep,Female,2025-07-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Germany,Operations,Project Manager,Male,2026-01-01 00:00:00,6,4,2,1,0,0.6667,0.3333,0.1667,0.0
Netherlands,Customer Support,Customer Support Rep,Male,2025-07-01 00:00:00,6,3,1,0,0,0.5,0.1667,0.0,0.0
Germany,Supply Chain,Procurement Specialist,Male,2026-02-01 00:00:00,6,2,2,1,1,0.3333,0.3333,0.1667,0.1667
UK,Technology,Software Engineer,Female,2025-06-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Supply Chain,Procurement Specialist,Male,2025-09-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Finance,Financial Analyst,Male,2026-03-01 00:00:00,6,6,6,4,4,1.0,1.0,0.6667,0.6667
Germany,Finance,Accountant,Male,2026-02-01 00:00:00,5,3,2,0,0,0.6,0.4,0.0,0.0
Netherlands,Operations,Site Engineer,Male,2025-10-01 00:00:00,2,2,2,1,0,1.0,1.0,0.5,0.0
Germany,Technology,Software Engineer,Female,2026-02-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,People,HR Advisor,Female,2025-12-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
France,Finance,Financial Analyst,Male,2026-02-01 00:00:00,5,4,2,1,0,0.8,0.4,0.2,0.0
Netherlands,Supply Chain,Logistics Coordinator,Male,2026-02-01 00:00:00,4,3,1,0,0,0.75,0.25,0.0,0.0
France,Commercial,Pricing Manager,Female,2025-06-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Commercial,Commercial Analyst,Male,2026-02-01 00:00:00,4,4,2,1,0,1.0,0.5,0.25,0.0
UK,Operations,Site Engineer,Male,2025-10-01 00:00:00,15,11,7,2,2,0.7333,0.4667,0.1333,0.1333
France,Commercial,Commercial Analyst,Female,2025-10-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,Customer Support,Customer Success Manager,Male,2025-12-01 00:00:00,4,3,0,0,0,0.75,0.0,0.0,0.0
France,Operations,Site Engineer,Male,2025-08-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
Germany,Operations,Project Manager,Male,2025-05-01 00:00:00,4,4,2,1,0,1.0,0.5,0.25,0.0
France,People,HR Business Partner,Male,2026-02-01 00:00:00,6,3,2,1,1,0.5,0.3333,0.1667,0.1667
Germany,Customer Support,Customer Success Manager,Female,2025-11-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Netherlands,Operations,Construction Supervisor,Male,2025-10-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
France,Supply Chain,Procurement Specialist,Male,2025-06-01 00:00:00,4,2,2,1,1,0.5,0.5,0.25,0.25
Germany,Technology,Software Engineer,Male,2026-02-01 00:00:00,5,2,1,0,0,0.4,0.2,0.0,0.0
Netherlands,Finance,Accountant,Male,2025-12-01 00:00:00,3,3,3,0,0,1.0,1.0,0.0,0.0
Germany,Finance,Financial Analyst,Female,2025-07-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
Germany,Supply Chain,Warehouse Manager,Female,2025-04-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Sales,Account Manager,Female,2025-04-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Germany,Supply Chain,Warehouse Manager,Male,2026-03-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
Ireland,Technology,Data Analyst,Female,2026-03-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Supply Chain,Warehouse Manager,Female,2025-04-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
France,Sales,Account Manager,Male,2026-03-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
Ireland,Customer Support,Customer Success Manager,Male,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Commercial,Pricing Manager,Female,2025-12-01 00:00:00,3,1,1,1,0,0.3333,0.3333,0.3333,0.0
Germany,Operations,Site Engineer,Female,2025-08-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Operations,Construction Supervisor,Female,2025-09-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Operations,Project Manager,Female,2025-04-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Sales,Account Manager,Male,2025-07-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
Netherlands,Operations,Project Manager,Male,2025-07-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Netherlands,Technology,Data Engineer,Male,2025-12-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,People,HR Business Partner,Female,2025-09-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Finance,Financial Analyst,Male,2025-12-01 00:00:00,2,1,1,1,1,0.5,0.5,0.5,0.5
Netherlands,Finance,Financial Analyst,Male,2025-12-01 00:00:00,5,1,1,1,1,0.2,0.2,0.2,0.2
Netherlands,Commercial,Pricing Manager,Male,2025-12-01 00:00:00,2,2,2,2,1,1.0,1.0,1.0,0.5
France,Technology,Data Analyst,Female,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Technology,Data Engineer,Female,2025-12-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Ireland,Technology,Data Engineer,Female,2025-09-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Customer Support,Customer Support Rep,Female,2025-09-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,Technology,Data Analyst,Male,2025-06-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,Supply Chain,Warehouse Manager,Male,2025-09-01 00:00:00,3,3,3,2,1,1.0,1.0,0.6667,0.3333
France,Supply Chain,Warehouse Manager,Female,2026-01-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,People,HR Business Partner,Male,2025-09-01 00:00:00,3,3,1,1,1,1.0,0.3333,0.3333,0.3333
Germany,Sales,Sales Executive,Female,2026-03-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Commercial,Pricing Manager,Male,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Commercial,Pricing Manager,Female,2026-01-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Germany,Finance,Accountant,Female,2025-05-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Sales,Account Manager,Male,2025-11-01 00:00:00,21,15,11,4,4,0.7143,0.5238,0.1905,0.1905
France,Operations,Construction Supervisor,Male,2025-10-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Commercial,Pricing Manager,Male,2025-09-01 00:00:00,23,15,6,4,3,0.6522,0.2609,0.1739,0.1304
UK,Supply Chain,Warehouse Manager,Male,2025-06-01 00:00:00,17,11,6,3,2,0.6471,0.3529,0.1765,0.1176
France,Operations,Site Engineer,Male,2025-04-01 00:00:00,5,4,3,2,2,0.8,0.6,0.4,0.4
UK,Customer Support,Customer Success Manager,Male,2025-09-01 00:00:00,28,21,13,7,5,0.75,0.4643,0.25,0.1786
UK,Customer Support,Customer Support Rep,Male,2025-06-01 00:00:00,13,10,3,2,2,0.7692,0.2308,0.1538,0.1538
Germany,Customer Support,Customer Support Rep,Male,2025-09-01 00:00:00,15,10,3,0,0,0.6667,0.2,0.0,0.0
UK,Sales,Sales Executive,Male,2026-02-01 00:00:00,21,16,12,5,5,0.7619,0.5714,0.2381,0.2381
France,Finance,Financial Analyst,Male,2025-07-01 00:00:00,8,5,3,1,1,0.625,0.375,0.125,0.125
Germany,Supply Chain,Logistics Coordinator,Male,2025-08-01 00:00:00,5,5,1,1,1,1.0,0.2,0.2,0.2
UK,People,HR Business Partner,Male,2025-07-01 00:00:00,23,16,10,5,3,0.6957,0.4348,0.2174,0.1304
Germany,Technology,Data Engineer,Male,2026-03-01 00:00:00,3,3,2,2,2,1.0,0.6667,0.6667,0.6667
Germany,Operations,Project Manager,Male,2025-04-01 00:00:00,6,6,3,3,3,1.0,0.5,0.5,0.5
UK,Finance,Accountant,Male,2025-09-01 00:00:00,28,23,10,5,4,0.8214,0.3571,0.1786,0.1429
UK,Operations,Project Manager,Female,2025-05-01 00:00:00,3,2,2,1,1,0.6667,0.6667,0.3333,0.3333
UK,Technology,Data Analyst,Male,2026-02-01 00:00:00,12,9,5,1,1,0.75,0.4167,0.0833,0.0833
Germany,Commercial,Pricing Manager,Male,2025-10-01 00:00:00,9,8,5,2,1,0.8889,0.5556,0.2222,0.1111
France,Sales,Sales Executive,Male,2025-08-01 00:00:00,5,3,3,0,0,0.6,0.6,0.0,0.0
Netherlands,People,HR Business Partner,Male,2025-09-01 00:00:00,6,5,4,3,2,0.8333,0.6667,0.5,0.3333
France,People,HR Advisor,Male,2025-09-01 00:00:00,6,4,3,1,1,0.6667,0.5,0.1667,0.1667
UK,Operations,Project Manager,Male,2025-09-01 00:00:00,18,12,7,3,2,0.6667,0.3889,0.1667,0.1111
Netherlands,Operations,Project Manager,Female,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Commercial,Commercial Analyst,Male,2025-11-01 00:00:00,4,2,2,0,0,0.5,0.5,0.0,0.0
Germany,Supply Chain,Logistics Coordinator,Male,2026-01-01 00:00:00,4,3,1,0,0,0.75,0.25,0.0,0.0
Germany,Finance,Financial Analyst,Female,2026-02-01 00:00:00,4,4,2,2,1,1.0,0.5,0.5,0.25
Germany,Finance,Accountant,Female,2025-04-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Finance,Financial Analyst,Male,2025-07-01 00:00:00,16,8,4,1,1,0.5,0.25,0.0625,0.0625
UK,Technology,Data Engineer,Male,2025-12-01 00:00:00,15,9,6,3,0,0.6,0.4,0.2,0.0
Germany,Operations,Site Engineer,Male,2026-03-01 00:00:00,4,3,1,1,0,0.75,0.25,0.25,0.0
UK,Technology,Software Engineer,Male,2025-10-01 00:00:00,12,10,6,2,2,0.8333,0.5,0.1667,0.1667
Germany,Supply Chain,Procurement Specialist,Male,2025-07-01 00:00:00,8,6,3,0,0,0.75,0.375,0.0,0.0
Germany,Finance,Accountant,Male,2025-07-01 00:00:00,8,7,0,0,0,0.875,0.0,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2025-09-01 00:00:00,3,3,2,1,1,1.0,0.6667,0.3333,0.3333
UK,Customer Support,Customer Success Manager,Female,2026-02-01 00:00:00,3,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Supply Chain,Logistics Coordinator,Male,2025-07-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
France,Sales,Sales Executive,Male,2025-05-01 00:00:00,4,4,3,2,2,1.0,0.75,0.5,0.5
Netherlands,Customer Support,Customer Success Manager,Male,2025-12-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Supply Chain,Procurement Specialist,Male,2025-09-01 00:00:00,13,9,6,3,3,0.6923,0.4615,0.2308,0.2308
Germany,Customer Support,Customer Success Manager,Male,2025-09-01 00:00:00,6,4,3,1,0,0.6667,0.5,0.1667,0.0
UK,Operations,Construction Supervisor,Male,2025-10-01 00:00:00,9,8,3,2,2,0.8889,0.3333,0.2222,0.2222
France,Technology,Data Analyst,Male,2025-11-01 00:00:00,7,4,1,1,1,0.5714,0.1429,0.1429,0.1429
UK,Sales,Account Manager,Female,2025-08-01 00:00:00,4,3,1,1,1,0.75,0.25,0.25,0.25
Ireland,People,HR Advisor,Female,2025-04-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Customer Support,Customer Support Rep,Female,2025-10-01 00:00:00,6,3,3,1,1,0.5,0.5,0.1667,0.1667
Germany,Sales,Sales Executive,Male,2026-02-01 00:00:00,5,2,0,0,0,0.4,0.0,0.0,0.0
France,Operations,Project Manager,Male,2026-03-01 00:00:00,4,2,2,1,1,0.5,0.5,0.25,0.25
Germany,Technology,Software Engineer,Female,2025-07-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
Ireland,Operations,Construction Supervisor,Male,2026-01-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
Germany,Customer Support,Customer Support Rep,Female,2026-02-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Supply Chain,Procurement Specialist,Female,2025-09-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
UK,People,HR Business Partner,Female,2025-11-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Germany,Technology,Software Engineer,Male,2025-07-01 00:00:00,4,3,2,0,0,0.75,0.5,0.0,0.0
Germany,Supply Chain,Logistics Coordinator,Male,2025-05-01 00:00:00,7,5,4,1,1,0.7143,0.5714,0.1429,0.1429
Netherlands,Operations,Project Manager,Male,2026-02-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
Ireland,Commercial,Pricing Manager,Female,2026-01-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,People,HR Business Partner,Male,2025-07-01 00:00:00,5,4,2,1,0,0.8,0.4,0.2,0.0
Germany,Supply Chain,Warehouse Manager,Female,2026-01-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
France,Supply Chain,Procurement Specialist,Male,2025-11-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
Germany,Supply Chain,Warehouse Manager,Female,2025-08-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Operations,Project Manager,Female,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Sales,Account Manager,Male,2026-02-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Netherlands,Customer Support,Customer Support Rep,Male,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Sales,Sales Executive,Male,2025-03-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
UK,Technology,Data Analyst,Female,2026-02-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Commercial,Commercial Analyst,Male,2025-07-01 00:00:00,7,7,5,1,1,1.0,0.7143,0.1429,0.1429
Ireland,Customer Support,Customer Success Manager,Male,2025-07-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
UK,Sales,Account Manager,Female,2025-05-01 00:00:00,2,2,1,1,0,1.0,0.5,0.5,0.0
France,Finance,Accountant,Male,2025-10-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
