learning_record_id,employee_id,course_id,course_name,mandatory_flag,assignment_date,due_date,completion_date,completion_status,days_to_complete,overdue_flag,department,country
LRN0002614,EMP01234,C006,Advanced Analytics,0,2025-08-22,2025-11-16,2025-09-26,Completed,35.0,0,Supply Chain,Netherlands
LRN0002615,EMP01234,C004,Leadership Essentials,0,2025-09-22,2025-12-01,2025-10-23,Completed,31.0,0,Supply Chain,Netherlands
LRN0002616,EMP01235,C003,Data Protection,1,2025-05-31,2025-07-09,,Incomplete,,1,Operations,UK
LRN0002617,EMP01235,C006,Advanced Analytics,0,2025-10-09,2025-12-25,,Incomplete,,1,Operations,UK
LRN0002618,EMP01236,C003,Data Protection,1,2026-01-09,2026-02-26,2026-01-12,Completed,3.0,0,People,France
LRN0002619,EMP01236,C005,Stakeholder Management,0,2025-01-06,2025-03-24,2025-01-14,Completed,8.0,0,People,France
LRN0002620,EMP01236,C004,Leadership Essentials,0,2025-05-02,2025-07-29,,Incomplete,,1,People,France
LRN0002621,EMP01237,C004,Leadership Essentials,0,2026-02-27,2026-06-01,,Incomplete,,0,Supply Chain,UK
LRN0002622,EMP01237,C006,Advanced Analytics,0,2025-03-20,2025-06-21,,Incomplete,,1,Supply Chain,UK
LRN0002623,EMP01238,C006,Advanced Analytics,0,2025-03-22,2025-06-06,2025-04-30,Completed,39.0,0,Supply Chain,UK
LRN0002624,EMP01238,C004,Leadership Essentials,0,2025-09-17,2025-11-26,,Incomplete,,1,Supply Chain,UK
LRN0002625,EMP01239,C001,Code of Conduct,1,2025-09-09,2025-10-10,2025-09-19,Completed,10.0,0,Commercial,UK
LRN0002626,EMP01239,C005,Stakeholder Management,0,2025-03-14,2025-06-15,2025-04-10,Completed,27.0,0,Commercial,UK
LRN0002627,EMP01240,C002,Health and Safety,1,2026-01-29,2026-03-18,2026-02-03,Completed,5.0,0,Customer Support,UK
LRN0002628,EMP01240,C005,Stakeholder Management,0,2025-05-03,2025-08-01,2025-05-23,Completed,20.0,0,Customer Support,UK
LRN0002629,EMP01240,C006,Advanced Analytics,0,2025-04-03,2025-07-02,,Incomplete,,1,Customer Support,UK
LRN0002630,EMP01241,C004,Leadership Essentials,0,2025-12-10,2026-03-02,,Incomplete,,1,Customer Support,Germany
LRN0002631,EMP01241,C005,Stakeholder Management,0,2025-02-03,2025-04-16,2025-02-09,Completed,6.0,0,Customer Support,Germany
LRN0002632,EMP01242,C003,Data Protection,1,2025-02-13,2025-03-16,2025-03-14,Completed,29.0,0,Operations,Netherlands
LRN0002633,EMP01242,C005,Stakeholder Management,0,2026-02-13,2026-05-11,,Incomplete,,0,Operations,Netherlands
LRN0002634,EMP01242,C004,Leadership Essentials,0,2025-03-06,2025-06-01,2025-03-28,Completed,22.0,0,Operations,Netherlands
LRN0002635,EMP01243,C004,Leadership Essentials,0,2026-03-11,2026-06-12,2026-03-18,Completed,7.0,0,Finance,UK
LRN0002636,EMP01243,C006,Advanced Analytics,0,2025-08-04,2025-11-05,2025-08-24,Completed,20.0,0,Finance,UK
LRN0002637,EMP01243,C005,Stakeholder Management,0,2025-04-15,2025-07-14,2025-04-24,Completed,9.0,0,Finance,UK
LRN0002638,EMP01243,C002,Health and Safety,1,2025-04-28,2025-05-24,2025-05-02,Completed,4.0,0,Finance,UK
LRN0002639,EMP01244,C002,Health and Safety,1,2026-01-14,2026-02-24,2026-02-06,Completed,23.0,0,Operations,France
LRN0002640,EMP01244,C005,Stakeholder Management,0,2025-01-24,2025-04-12,,Incomplete,,1,Operations,France
LRN0002641,EMP01244,C004,Leadership Essentials,0,2026-02-03,2026-05-09,,Incomplete,,0,Operations,France
LRN0002642,EMP01244,C006,Advanced Analytics,0,2025-05-10,2025-07-27,,Incomplete,,1,Operations,France
LRN0002643,EMP01245,C002,Health and Safety,1,2025-12-23,2026-01-24,2026-01-08,Completed,16.0,0,Commercial,Netherlands
LRN0002644,EMP01246,C006,Advanced Analytics,0,2025-05-17,2025-07-30,2025-06-02,Completed,16.0,0,Operations,UK
LRN0002645,EMP01247,C001,Code of Conduct,1,2026-01-22,2026-03-01,2026-01-28,Completed,6.0,0,Sales,UK
LRN0002646,EMP01247,C006,Advanced Analytics,0,2025-07-01,2025-09-16,,Incomplete,,1,Sales,UK
LRN0002647,EMP01247,C004,Leadership Essentials,0,2025-07-27,2025-10-18,2025-08-26,Completed,30.0,0,Sales,UK
LRN0002648,EMP01248,C002,Health and Safety,1,2025-09-13,2025-10-09,,Incomplete,,1,Operations,France
LRN0002649,EMP01249,C002,Health and Safety,1,2025-03-22,2025-05-06,2025-04-09,Completed,18.0,0,Operations,Germany
LRN0002650,EMP01249,C004,Leadership Essentials,0,2025-10-13,2026-01-08,,Incomplete,,1,Operations,Germany
LRN0002651,EMP01250,C003,Data Protection,1,2025-11-08,2025-12-14,2025-12-11,Completed,33.0,0,Operations,UK
LRN0002652,EMP01250,C006,Advanced Analytics,0,2025-11-29,2026-02-07,2025-12-14,Completed,15.0,0,Operations,UK
LRN0002653,EMP01251,C002,Health and Safety,1,2025-03-01,2025-04-11,2025-03-06,Completed,5.0,0,Finance,France
LRN0002654,EMP01251,C005,Stakeholder Management,0,2025-05-02,2025-08-03,2025-05-12,Completed,10.0,0,Finance,France
LRN0002655,EMP01251,C006,Advanced Analytics,0,2025-11-17,2026-02-05,,Incomplete,,1,Finance,France
LRN0002656,EMP01252,C003,Data Protection,1,2025-07-20,2025-09-07,2025-08-13,Completed,24.0,0,Customer Support,UK
LRN0002657,EMP01253,C005,Stakeholder Management,0,2025-12-16,2026-03-10,,Incomplete,,1,Technology,UK
LRN0002658,EMP01253,C006,Advanced Analytics,0,2026-03-12,2026-06-08,2026-03-24,Completed,12.0,0,Technology,UK
LRN0002659,EMP01254,C005,Stakeholder Management,0,2025-12-31,2026-03-17,2026-01-06,Completed,6.0,0,Customer Support,Netherlands
LRN0002660,EMP01254,C004,Leadership Essentials,0,2025-01-30,2025-04-16,2025-02-17,Completed,18.0,0,Customer Support,Netherlands
LRN0002661,EMP01254,C006,Advanced Analytics,0,2025-02-20,2025-05-02,,Incomplete,,1,Customer Support,Netherlands
LRN0002662,EMP01255,C001,Code of Conduct,1,2025-10-26,2025-12-03,2025-11-19,Completed,24.0,0,Sales,Netherlands
LRN0002663,EMP01255,C006,Advanced Analytics,0,2025-12-27,2026-03-14,2026-01-08,Completed,12.0,0,Sales,Netherlands
LRN0002664,EMP01255,C005,Stakeholder Management,0,2025-09-04,2025-11-14,,Incomplete,,1,Sales,Netherlands
LRN0002665,EMP01255,C004,Leadership Essentials,0,2025-04-15,2025-07-13,2025-05-07,Completed,22.0,0,Sales,Netherlands
LRN0002666,EMP01256,C001,Code of Conduct,1,2025-04-24,2025-05-20,,Incomplete,,1,Operations,UK
LRN0002667,EMP01256,C006,Advanced Analytics,0,2025-05-14,2025-07-30,2025-05-25,Completed,11.0,0,Operations,UK
LRN0002668,EMP01256,C004,Leadership Essentials,0,2026-02-20,2026-05-02,2026-03-24,Completed,32.0,0,Operations,UK
LRN0002669,EMP01257,C001,Code of Conduct,1,2025-03-25,2025-05-02,2025-04-16,Completed,22.0,0,Operations,France
LRN0002670,EMP01257,C004,Leadership Essentials,0,2026-02-23,2026-05-12,,Incomplete,,0,Operations,France
LRN0002671,EMP01258,C001,Code of Conduct,1,2025-04-13,2025-05-20,2025-05-01,Completed,18.0,0,Commercial,UK
LRN0002672,EMP01258,C005,Stakeholder Management,0,2025-09-13,2025-12-17,2025-10-13,Completed,30.0,0,Commercial,UK
LRN0002673,EMP01259,C005,Stakeholder Management,0,2026-01-10,2026-03-31,2026-02-07,Completed,28.0,0,Commercial,France
LRN0002674,EMP01259,C006,Advanced Analytics,0,2025-12-29,2026-03-26,,Incomplete,,1,Commercial,France
LRN0002675,EMP01260,C001,Code of Conduct,1,2025-09-29,2025-11-13,2025-11-02,Completed,34.0,0,Operations,France
LRN0002676,EMP01260,C004,Leadership Essentials,0,2025-03-19,2025-05-30,2025-04-02,Completed,14.0,0,Operations,France
LRN0002677,EMP01260,C005,Stakeholder Management,0,2025-10-14,2026-01-07,2025-11-29,Completed,46.0,0,Operations,France
LRN0002678,EMP01260,C006,Advanced Analytics,0,2026-02-27,2026-05-27,,Incomplete,,0,Operations,France
LRN0002679,EMP01261,C002,Health and Safety,1,2025-01-14,2025-02-26,2025-01-30,Completed,16.0,0,Operations,Germany
LRN0002680,EMP01262,C001,Code of Conduct,1,2026-02-17,2026-03-31,2026-03-03,Completed,14.0,0,Operations,UK
LRN0002681,EMP01262,C004,Leadership Essentials,0,2025-10-29,2026-01-31,2025-11-20,Completed,22.0,0,Operations,UK
LRN0002682,EMP01263,C003,Data Protection,1,2025-12-12,2026-01-26,2025-12-17,Completed,5.0,0,Finance,UK
LRN0002683,EMP01263,C004,Leadership Essentials,0,2026-02-15,2026-05-06,2026-02-28,Completed,13.0,0,Finance,UK
LRN0002684,EMP01264,C002,Health and Safety,1,2025-10-31,2025-11-25,2025-12-10,Completed,40.0,0,Supply Chain,Germany
LRN0002685,EMP01264,C005,Stakeholder Management,0,2025-10-30,2026-01-27,,Incomplete,,1,Supply Chain,Germany
LRN0002686,EMP01265,C003,Data Protection,1,2025-10-25,2025-11-26,2025-12-05,Completed,41.0,0,Supply Chain,Germany
LRN0002687,EMP01266,C001,Code of Conduct,1,2025-10-02,2025-11-11,2025-11-14,Completed,43.0,0,Supply Chain,Germany
LRN0002688,EMP01266,C005,Stakeholder Management,0,2025-05-15,2025-07-31,,Incomplete,,1,Supply Chain,Germany
LRN0002689,EMP01266,C004,Leadership Essentials,0,2025-12-26,2026-03-08,2026-01-03,Completed,8.0,0,Supply Chain,Germany
LRN0002690,EMP01267,C003,Data Protection,1,2025-12-20,2026-01-31,2026-01-27,Completed,38.0,0,Operations,Ireland
LRN0002691,EMP01268,C005,Stakeholder Management,0,2026-03-15,2026-06-10,2026-03-26,Completed,11.0,0,Customer Support,Netherlands
LRN0002692,EMP01269,C005,Stakeholder Management,0,2026-01-03,2026-04-04,,Incomplete,,0,Finance,UK
LRN0002693,EMP01269,C004,Leadership Essentials,0,2025-11-20,2026-01-31,,Incomplete,,1,Finance,UK
LRN0002694,EMP01270,C004,Leadership Essentials,0,2025-03-07,2025-05-29,,Incomplete,,1,Supply Chain,UK
LRN0002695,EMP01271,C006,Advanced Analytics,0,2025-06-16,2025-09-05,2025-07-06,Completed,20.0,0,People,Germany
LRN0002696,EMP01271,C004,Leadership Essentials,0,2026-03-20,2026-06-03,2026-03-31,Completed,11.0,0,People,Germany
LRN0002697,EMP01271,C005,Stakeholder Management,0,2025-04-03,2025-06-29,2025-04-08,Completed,5.0,0,People,Germany
LRN0002698,EMP01271,C002,Health and Safety,1,2025-11-04,2025-12-11,2025-11-10,Completed,6.0,0,People,Germany
LRN0002699,EMP01272,C003,Data Protection,1,2025-04-20,2025-05-17,2025-04-28,Completed,8.0,0,Finance,UK
LRN0002700,EMP01272,C006,Advanced Analytics,0,2025-05-26,2025-08-25,2025-06-14,Completed,19.0,0,Finance,UK
LRN0002701,EMP01273,C006,Advanced Analytics,0,2025-09-26,2025-12-13,2025-10-06,Completed,10.0,0,Supply Chain,Germany
LRN0002702,EMP01274,C003,Data Protection,1,2025-06-03,2025-07-18,2025-06-15,Completed,12.0,0,Operations,Germany
LRN0002703,EMP01275,C005,Stakeholder Management,0,2025-01-05,2025-03-31,,Incomplete,,1,Operations,UK
LRN0002704,EMP01275,C004,Leadership Essentials,0,2025-12-23,2026-03-24,2026-01-10,Completed,18.0,0,Operations,UK
LRN0002705,EMP01276,C002,Health and Safety,1,2025-11-07,2025-12-15,,Incomplete,,1,Supply Chain,Germany
LRN0002706,EMP01276,C005,Stakeholder Management,0,2025-03-21,2025-06-20,2025-04-29,Completed,39.0,0,Supply Chain,Germany
LRN0002707,EMP01277,C002,Health and Safety,1,2025-07-16,2025-08-23,2025-07-31,Completed,15.0,0,Operations,UK
LRN0002708,EMP01277,C006,Advanced Analytics,0,2025-09-08,2025-11-28,,Incomplete,,1,Operations,UK
LRN0002709,EMP01278,C002,Health and Safety,1,2025-12-25,2026-01-19,2026-01-12,Completed,18.0,0,Supply Chain,UK
LRN0002710,EMP01278,C005,Stakeholder Management,0,2025-08-20,2025-11-10,,Incomplete,,1,Supply Chain,UK
LRN0002711,EMP01278,C004,Leadership Essentials,0,2025-01-09,2025-04-07,2025-01-18,Completed,9.0,0,Supply Chain,UK
LRN0002712,EMP01279,C006,Advanced Analytics,0,2025-02-23,2025-05-19,,Incomplete,,1,Supply Chain,UK
LRN0002713,EMP01279,C004,Leadership Essentials,0,2025-01-09,2025-03-25,,Incomplete,,1,Supply Chain,UK
LRN0002714,EMP01280,C002,Health and Safety,1,2025-12-28,2026-02-07,2026-01-15,Completed,18.0,0,Supply Chain,UK
LRN0002715,EMP01281,C005,Stakeholder Management,0,2025-04-21,2025-07-21,,Incomplete,,1,Operations,UK
LRN0002716,EMP01282,C003,Data Protection,1,2025-09-02,2025-10-05,,Incomplete,,1,Operations,France
LRN0002717,EMP01282,C006,Advanced Analytics,0,2025-11-26,2026-02-05,,Incomplete,,1,Operations,France
LRN0002718,EMP01283,C002,Health and Safety,1,2025-11-21,2025-12-21,2025-12-17,Completed,26.0,0,Operations,Germany
LRN0002719,EMP01283,C004,Leadership Essentials,0,2025-01-06,2025-03-29,,Incomplete,,1,Operations,Germany
LRN0002720,EMP01284,C002,Health and Safety,1,2026-02-20,2026-03-28,2026-03-27,Completed,35.0,0,Operations,Germany
LRN0002721,EMP01285,C006,Advanced Analytics,0,2025-10-26,2026-01-29,2025-11-10,Completed,15.0,0,Customer Support,France
LRN0002722,EMP01285,C004,Leadership Essentials,0,2025-12-11,2026-02-25,2025-12-16,Completed,5.0,0,Customer Support,France
LRN0002723,EMP01286,C003,Data Protection,1,2025-10-04,2025-11-05,2025-11-03,Completed,30.0,0,Supply Chain,Ireland
LRN0002724,EMP01286,C006,Advanced Analytics,0,2025-01-31,2025-04-11,,Incomplete,,1,Supply Chain,Ireland
LRN0002725,EMP01286,C004,Leadership Essentials,0,2025-04-28,2025-07-29,,Incomplete,,1,Supply Chain,Ireland
LRN0002726,EMP01287,C003,Data Protection,1,2025-05-02,2025-06-03,2025-05-17,Completed,15.0,0,Operations,UK
LRN0002727,EMP01287,C005,Stakeholder Management,0,2025-12-14,2026-03-11,,Incomplete,,1,Operations,UK
LRN0002728,EMP01288,C003,Data Protection,1,2025-07-03,2025-08-13,2025-07-08,Completed,5.0,0,Finance,Germany
LRN0002729,EMP01288,C004,Leadership Essentials,0,2025-02-06,2025-04-28,,Incomplete,,1,Finance,Germany
LRN0002730,EMP01289,C003,Data Protection,1,2025-09-06,2025-10-09,,Incomplete,,1,Operations,UK
LRN0002731,EMP01289,C006,Advanced Analytics,0,2025-12-03,2026-03-04,,Incomplete,,1,Operations,UK
LRN0002732,EMP01290,C003,Data Protection,1,2025-06-02,2025-07-12,,Incomplete,,1,Supply Chain,France
LRN0002733,EMP01290,C006,Advanced Analytics,0,2026-02-28,2026-05-12,,Incomplete,,0,Supply Chain,France
LRN0002734,EMP01290,C004,Leadership Essentials,0,2025-07-26,2025-10-14,,Incomplete,,1,Supply Chain,France
LRN0002735,EMP01291,C001,Code of Conduct,1,2025-12-15,2026-01-23,,Incomplete,,1,Commercial,UK
LRN0002736,EMP01292,C003,Data Protection,1,2025-04-10,2025-05-14,2025-04-25,Completed,15.0,0,Commercial,Netherlands
LRN0002737,EMP01292,C005,Stakeholder Management,0,2025-08-03,2025-10-22,2025-08-13,Completed,10.0,0,Commercial,Netherlands
LRN0002738,EMP01292,C006,Advanced Analytics,0,2025-12-29,2026-03-23,,Incomplete,,1,Commercial,Netherlands
LRN0002739,EMP01292,C004,Leadership Essentials,0,2026-01-29,2026-04-12,2026-02-02,Completed,4.0,0,Commercial,Netherlands
LRN0002740,EMP01293,C001,Code of Conduct,1,2025-06-24,2025-08-01,2025-07-08,Completed,14.0,0,Commercial,Germany
LRN0002741,EMP01293,C006,Advanced Analytics,0,2025-05-05,2025-07-25,2025-06-09,Completed,35.0,0,Commercial,Germany
LRN0002742,EMP01294,C001,Code of Conduct,1,2025-08-16,2025-09-13,,Incomplete,,1,Operations,UK
LRN0002743,EMP01295,C004,Leadership Essentials,0,2025-08-01,2025-10-12,2025-08-18,Completed,17.0,0,Finance,UK
LRN0002744,EMP01295,C006,Advanced Analytics,0,2025-01-18,2025-04-01,2025-01-21,Completed,3.0,0,Finance,UK
LRN0002745,EMP01295,C005,Stakeholder Management,0,2025-12-25,2026-03-23,,Incomplete,,1,Finance,UK
LRN0002746,EMP01296,C001,Code of Conduct,1,2025-08-26,2025-10-08,,Incomplete,,1,Operations,France
LRN0002747,EMP01296,C005,Stakeholder Management,0,2025-06-21,2025-09-10,,Incomplete,,1,Operations,France
LRN0002748,EMP01296,C004,Leadership Essentials,0,2025-10-17,2026-01-16,,Incomplete,,1,Operations,France
LRN0002749,EMP01297,C004,Leadership Essentials,0,2025-11-15,2026-02-08,,Incomplete,,1,Supply Chain,UK
LRN0002750,EMP01297,C006,Advanced Analytics,0,2025-11-01,2026-01-20,,Incomplete,,1,Supply Chain,UK
LRN0002751,EMP01297,C005,Stakeholder Management,0,2025-10-21,2026-01-01,,Incomplete,,1,Supply Chain,UK
LRN0002752,EMP01297,C001,Code of Conduct,1,2025-06-13,2025-07-12,2025-07-06,Completed,23.0,0,Supply Chain,UK
LRN0002753,EMP01298,C002,Health and Safety,1,2026-02-24,2026-04-06,2026-03-26,Completed,30.0,0,Supply Chain,UK
LRN0002754,EMP01298,C006,Advanced Analytics,0,2025-12-11,2026-03-01,2026-01-18,Completed,38.0,0,Supply Chain,UK
LRN0002755,EMP01299,C001,Code of Conduct,1,2025-07-05,2025-08-13,2025-08-24,Completed,50.0,0,Operations,UK
LRN0002756,EMP01299,C005,Stakeholder Management,0,2026-03-15,2026-06-17,,Incomplete,,0,Operations,UK
LRN0002757,EMP01299,C004,Leadership Essentials,0,2025-09-17,2025-12-15,2025-10-12,Completed,25.0,0,Operations,UK
LRN0002758,EMP01300,C002,Health and Safety,1,2025-06-19,2025-07-16,2025-07-31,Completed,42.0,0,Supply Chain,UK
LRN0002759,EMP01300,C006,Advanced Analytics,0,2025-02-12,2025-05-05,,Incomplete,,1,Supply Chain,UK
LRN0002760,EMP01301,C005,Stakeholder Management,0,2025-09-03,2025-12-05,,Incomplete,,1,Operations,Germany
LRN0002761,EMP01301,C006,Advanced Analytics,0,2026-03-26,2026-06-08,,Incomplete,,0,Operations,Germany
LRN0002762,EMP01302,C002,Health and Safety,1,2025-08-08,2025-09-22,2025-09-17,Completed,40.0,0,Operations,UK
LRN0002763,EMP01302,C005,Stakeholder Management,0,2025-03-26,2025-06-27,,Incomplete,,1,Operations,UK
LRN0002764,EMP01302,C006,Advanced Analytics,0,2025-11-28,2026-02-21,,Incomplete,,1,Operations,UK
LRN0002765,EMP01303,C001,Code of Conduct,1,2025-03-04,2025-04-18,2025-04-01,Completed,28.0,0,Supply Chain,UK
LRN0002766,EMP01303,C005,Stakeholder Management,0,2026-03-27,2026-06-27,2026-03-31,Completed,4.0,0,Supply Chain,UK
LRN0002767,EMP01304,C006,Advanced Analytics,0,2025-07-25,2025-10-13,2025-08-22,Completed,28.0,0,Sales,UK
LRN0002768,EMP01304,C005,Stakeholder Management,0,2025-05-20,2025-08-11,2025-06-11,Completed,22.0,0,Sales,UK
LRN0002769,EMP01305,C002,Health and Safety,1,2025-06-15,2025-07-12,,Incomplete,,1,Sales,Germany
LRN0002770,EMP01305,C005,Stakeholder Management,0,2026-01-17,2026-03-30,,Incomplete,,1,Sales,Germany
LRN0002771,EMP01306,C005,Stakeholder Management,0,2026-03-03,2026-05-17,2026-03-09,Completed,6.0,0,Technology,UK
LRN0002772,EMP01306,C004,Leadership Essentials,0,2025-05-19,2025-08-08,2025-06-11,Completed,23.0,0,Technology,UK
LRN0002773,EMP01306,C006,Advanced Analytics,0,2025-03-28,2025-06-09,2025-04-11,Completed,14.0,0,Technology,UK
LRN0002774,EMP01307,C001,Code of Conduct,1,2026-02-09,2026-03-21,2026-02-24,Completed,15.0,0,Commercial,Germany
LRN0002775,EMP01307,C006,Advanced Analytics,0,2026-02-25,2026-05-14,,Incomplete,,0,Commercial,Germany
LRN0002776,EMP01308,C006,Advanced Analytics,0,2025-07-05,2025-10-07,,Incomplete,,1,Supply Chain,UK
LRN0002777,EMP01308,C004,Leadership Essentials,0,2026-03-04,2026-05-30,,Incomplete,,0,Supply Chain,UK
LRN0002778,EMP01308,C005,Stakeholder Management,0,2025-06-20,2025-09-14,,Incomplete,,1,Supply Chain,UK
LRN0002779,EMP01309,C003,Data Protection,1,2025-05-17,2025-07-01,,Incomplete,,1,Customer Support,Germany
LRN0002780,EMP01309,C005,Stakeholder Management,0,2025-04-17,2025-07-05,,Incomplete,,1,Customer Support,Germany
LRN0002781,EMP01310,C001,Code of Conduct,1,2025-12-19,2026-01-19,2025-12-29,Completed,10.0,0,Operations,France
LRN0002782,EMP01311,C002,Health and Safety,1,2025-05-21,2025-07-08,2025-06-11,Completed,21.0,0,Customer Support,UK
LRN0002783,EMP01311,C006,Advanced Analytics,0,2025-04-02,2025-06-17,,Incomplete,,1,Customer Support,UK
LRN0002784,EMP01311,C004,Leadership Essentials,0,2025-01-09,2025-04-02,,Incomplete,,1,Customer Support,UK
LRN0002785,EMP01312,C002,Health and Safety,1,2025-04-29,2025-06-13,2025-05-09,Completed,10.0,0,Finance,France
LRN0002786,EMP01312,C005,Stakeholder Management,0,2025-01-24,2025-04-17,2025-02-12,Completed,19.0,0,Finance,France
LRN0002787,EMP01312,C004,Leadership Essentials,0,2025-11-20,2026-01-31,2025-12-05,Completed,15.0,0,Finance,France
LRN0002788,EMP01312,C006,Advanced Analytics,0,2025-11-24,2026-02-03,2025-11-28,Completed,4.0,0,Finance,France
LRN0002789,EMP01313,C002,Health and Safety,1,2025-04-13,2025-05-24,2025-04-20,Completed,7.0,0,People,UK
LRN0002790,EMP01314,C003,Data Protection,1,2025-11-24,2025-12-23,,Incomplete,,1,Operations,France
LRN0002791,EMP01315,C001,Code of Conduct,1,2025-09-21,2025-10-25,2025-10-02,Completed,11.0,0,Operations,France
LRN0002792,EMP01315,C005,Stakeholder Management,0,2025-10-31,2026-01-11,2025-12-21,Completed,51.0,0,Operations,France
LRN0002793,EMP01315,C006,Advanced Analytics,0,2025-03-26,2025-06-16,,Incomplete,,1,Operations,France
LRN0002794,EMP01316,C001,Code of Conduct,1,2026-03-17,2026-04-22,,Incomplete,,0,Operations,UK
LRN0002795,EMP01317,C005,Stakeholder Management,0,2025-10-28,2026-01-13,,Incomplete,,1,Operations,Netherlands
LRN0002796,EMP01318,C002,Health and Safety,1,2025-02-10,2025-03-24,2025-03-01,Completed,19.0,0,Customer Support,Netherlands
LRN0002797,EMP01319,C003,Data Protection,1,2025-08-11,2025-09-21,,Incomplete,,1,Operations,Germany
LRN0002798,EMP01319,C004,Leadership Essentials,0,2026-03-13,2026-06-06,2026-03-31,Completed,18.0,0,Operations,Germany
LRN0002799,EMP01320,C005,Stakeholder Management,0,2025-01-18,2025-03-31,,Incomplete,,1,Operations,UK
LRN0002800,EMP01321,C002,Health and Safety,1,2025-03-06,2025-04-07,2025-03-11,Completed,5.0,0,Technology,France
LRN0002801,EMP01321,C005,Stakeholder Management,0,2025-03-07,2025-05-26,,Incomplete,,1,Technology,France
LRN0002802,EMP01322,C001,Code of Conduct,1,2026-01-31,2026-03-17,2026-03-10,Completed,38.0,0,Operations,UK
LRN0002803,EMP01323,C003,Data Protection,1,2025-09-27,2025-10-28,2025-10-25,Completed,28.0,0,Supply Chain,UK
LRN0002804,EMP01323,C006,Advanced Analytics,0,2026-02-20,2026-05-01,2026-03-31,Completed,39.0,0,Supply Chain,UK
LRN0002805,EMP01324,C002,Health and Safety,1,2025-03-06,2025-04-10,,Incomplete,,1,Operations,UK
LRN0002806,EMP01324,C004,Leadership Essentials,0,2025-06-28,2025-09-08,,Incomplete,,1,Operations,UK
LRN0002807,EMP01324,C005,Stakeholder Management,0,2026-02-03,2026-05-07,,Incomplete,,0,Operations,UK
LRN0002808,EMP01325,C001,Code of Conduct,1,2026-02-18,2026-03-16,2026-03-22,Completed,32.0,0,Customer Support,France
LRN0002809,EMP01326,C003,Data Protection,1,2026-02-22,2026-04-08,2026-02-25,Completed,3.0,0,People,UK
LRN0002810,EMP01327,C006,Advanced Analytics,0,2025-03-10,2025-05-22,2025-03-28,Completed,18.0,0,Commercial,UK
LRN0002811,EMP01327,C004,Leadership Essentials,0,2025-12-08,2026-03-05,2025-12-15,Completed,7.0,0,Commercial,UK
LRN0002812,EMP01328,C003,Data Protection,1,2025-07-08,2025-08-06,2025-08-15,Completed,38.0,0,Operations,UK
LRN0002813,EMP01329,C002,Health and Safety,1,2026-03-19,2026-04-30,,Incomplete,,0,Operations,UK
LRN0002814,EMP01329,C006,Advanced Analytics,0,2025-10-02,2025-12-18,,Incomplete,,1,Operations,UK
LRN0002815,EMP01330,C003,Data Protection,1,2025-05-23,2025-07-11,2025-06-09,Completed,17.0,0,Commercial,France
LRN0002816,EMP01330,C004,Leadership Essentials,0,2026-02-02,2026-04-22,,Incomplete,,0,Commercial,France
LRN0002817,EMP01331,C002,Health and Safety,1,2026-03-13,2026-04-19,,Incomplete,,0,Operations,UK
LRN0002818,EMP01332,C002,Health and Safety,1,2025-11-04,2025-12-21,,Incomplete,,1,Customer Support,UK
LRN0002819,EMP01332,C004,Leadership Essentials,0,2026-03-31,2026-06-15,2026-03-31,Completed,0.0,0,Customer Support,UK
LRN0002820,EMP01333,C004,Leadership Essentials,0,2025-12-29,2026-03-28,2026-01-05,Completed,7.0,0,Sales,UK
LRN0002821,EMP01333,C005,Stakeholder Management,0,2025-09-07,2025-12-07,2025-09-15,Completed,8.0,0,Sales,UK
LRN0002822,EMP01334,C001,Code of Conduct,1,2025-12-30,2026-02-02,,Incomplete,,1,Customer Support,UK
LRN0002823,EMP01334,C006,Advanced Analytics,0,2025-09-27,2025-12-08,,Incomplete,,1,Customer Support,UK
LRN0002824,EMP01335,C001,Code of Conduct,1,2025-11-02,2025-12-08,,Incomplete,,1,Sales,UK
LRN0002825,EMP01335,C004,Leadership Essentials,0,2025-10-04,2025-12-26,2025-10-09,Completed,5.0,0,Sales,UK
LRN0002826,EMP01336,C001,Code of Conduct,1,2025-01-03,2025-02-09,,Incomplete,,1,Operations,UK
LRN0002827,EMP01337,C001,Code of Conduct,1,2025-09-02,2025-10-01,2025-10-25,Completed,53.0,0,Operations,Germany
LRN0002828,EMP01337,C006,Advanced Analytics,0,2025-01-07,2025-03-28,,Incomplete,,1,Operations,Germany
LRN0002829,EMP01338,C002,Health and Safety,1,2025-03-25,2025-05-13,2025-04-02,Completed,8.0,0,Sales,UK
LRN0002830,EMP01339,C005,Stakeholder Management,0,2025-03-21,2025-06-09,,Incomplete,,1,Sales,Germany
LRN0002831,EMP01339,C006,Advanced Analytics,0,2025-11-22,2026-02-12,2025-12-28,Completed,36.0,0,Sales,Germany
LRN0002832,EMP01340,C001,Code of Conduct,1,2025-08-22,2025-09-19,2025-10-10,Completed,49.0,0,Operations,Germany
LRN0002833,EMP01340,C004,Leadership Essentials,0,2025-12-28,2026-03-13,,Incomplete,,1,Operations,Germany
LRN0002834,EMP01340,C005,Stakeholder Management,0,2026-03-28,2026-06-23,,Incomplete,,0,Operations,Germany
LRN0002835,EMP01341,C004,Leadership Essentials,0,2025-04-18,2025-07-12,2025-04-26,Completed,8.0,0,People,Germany
LRN0002836,EMP01341,C005,Stakeholder Management,0,2025-11-02,2026-01-17,2025-11-08,Completed,6.0,0,People,Germany
