candidate_id,application_date,country,department,job_role,gender,current_stage,hired_flag,Applied_date,Screen_date,Interview_date,Offer_date,Hired_date
CAND003878,2026-01-27,UK,Supply Chain,Logistics Coordinator,Male,Hired,1,2026-01-27,2026-01-31,2026-02-03,2026-02-14,2026-02-19
CAND003879,2025-05-06,UK,Commercial,Commercial Analyst,Male,Hired,1,2025-05-06,2025-05-08,2025-05-13,2025-05-20,2025-05-25
CAND003880,2026-01-20,UK,Supply Chain,Logistics Coordinator,Male,Screen,0,2026-01-20,2026-01-22,,,
CAND003881,2025-06-16,Germany,People,HR Business Partner,Male,Applied,0,2025-06-16,,,,
CAND003882,2025-12-24,UK,Supply Chain,Procurement Specialist,Male,Applied,0,2025-12-24,,,,
CAND003883,2025-09-07,UK,Commercial,Commercial Analyst,Male,Interview,0,2025-09-07,2025-09-11,2025-09-17,,
CAND003884,2026-02-20,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2026-02-20,2026-02-22,,,
CAND003885,2026-03-18,UK,Supply Chain,Warehouse Manager,Male,Interview,0,2026-03-18,2026-03-22,2026-03-25,,
CAND003886,2025-11-01,UK,Customer Support,Customer Support Rep,Male,Interview,0,2025-11-01,2025-11-02,2025-11-10,,
CAND003887,2025-05-28,Netherlands,Supply Chain,Warehouse Manager,Male,Screen,0,2025-05-28,2025-05-30,,,
CAND003888,2025-09-01,Ireland,Supply Chain,Warehouse Manager,Male,Applied,0,2025-09-01,,,,
CAND003889,2025-04-29,Germany,Operations,Project Manager,Male,Hired,1,2025-04-29,2025-05-01,2025-05-09,2025-05-16,2025-05-21
CAND003890,2025-05-03,UK,Operations,Construction Supervisor,Male,Interview,0,2025-05-03,2025-05-07,2025-05-13,,
CAND003891,2025-12-26,Netherlands,Commercial,Pricing Manager,Female,Applied,0,2025-12-26,,,,
CAND003892,2025-06-17,Netherlands,Supply Chain,Warehouse Manager,Male,Screen,0,2025-06-17,2025-06-20,,,
CAND003893,2025-07-25,Netherlands,Operations,Project Manager,Male,Interview,0,2025-07-25,2025-07-28,2025-08-03,,
CAND003894,2026-03-07,UK,People,HR Advisor,Male,Hired,1,2026-03-07,2026-03-09,2026-03-17,2026-03-31,2026-04-06
CAND003895,2025-12-22,France,Operations,Project Manager,Male,Applied,0,2025-12-22,,,,
CAND003896,2025-12-06,Germany,Commercial,Pricing Manager,Male,Interview,0,2025-12-06,2025-12-08,2025-12-15,,
CAND003897,2025-06-09,UK,Sales,Account Manager,Male,Applied,0,2025-06-09,,,,
CAND003898,2026-03-09,Germany,People,HR Advisor,Male,Applied,0,2026-03-09,,,,
CAND003899,2025-09-10,UK,Technology,Software Engineer,Male,Applied,0,2025-09-10,,,,
CAND003900,2025-10-25,Netherlands,Customer Support,Customer Success Manager,Female,Applied,0,2025-10-25,,,,
CAND003901,2025-07-28,UK,People,HR Advisor,Male,Hired,1,2025-07-28,2025-07-30,2025-08-03,2025-08-12,2025-08-18
CAND003902,2025-04-25,Germany,Sales,Sales Executive,Male,Interview,0,2025-04-25,2025-04-29,2025-05-07,,
CAND003903,2025-11-21,Germany,Supply Chain,Warehouse Manager,Male,Applied,0,2025-11-21,,,,
CAND003904,2025-06-23,UK,Sales,Sales Executive,Male,Screen,0,2025-06-23,2025-06-26,,,
CAND003905,2026-01-03,UK,Supply Chain,Logistics Coordinator,Male,Applied,0,2026-01-03,,,,
CAND003906,2026-03-31,Netherlands,Commercial,Pricing Manager,Male,Applied,0,2026-03-31,,,,
CAND003907,2025-06-14,UK,Supply Chain,Warehouse Manager,Male,Applied,0,2025-06-14,,,,
CAND003908,2025-09-03,Germany,Customer Support,Customer Support Rep,Male,Screen,0,2025-09-03,2025-09-04,,,
CAND003909,2025-06-22,Ireland,People,HR Business Partner,Male,Applied,0,2025-06-22,,,,
CAND003910,2026-03-29,UK,Commercial,Commercial Analyst,Male,Applied,0,2026-03-29,,,,
CAND003911,2025-12-29,UK,Technology,Software Engineer,Female,Offer,0,2025-12-29,2025-12-30,2026-01-04,2026-01-12,
CAND003912,2025-11-17,UK,Sales,Sales Executive,Male,Screen,0,2025-11-17,2025-11-18,,,
CAND003913,2025-08-19,UK,Technology,Data Analyst,Male,Screen,0,2025-08-19,2025-08-21,,,
CAND003914,2025-09-26,UK,Technology,Software Engineer,Male,Screen,0,2025-09-26,2025-09-28,,,
CAND003915,2025-08-14,France,Operations,Project Manager,Male,Screen,0,2025-08-14,2025-08-15,,,
CAND003916,2025-07-04,UK,People,HR Advisor,Male,Applied,0,2025-07-04,,,,
CAND003917,2025-06-01,Ireland,Sales,Sales Executive,Male,Applied,0,2025-06-01,,,,
CAND003918,2025-07-24,UK,Sales,Account Manager,Female,Interview,0,2025-07-24,2025-07-27,2025-07-31,,
CAND003919,2026-02-25,UK,Technology,Software Engineer,Male,Screen,0,2026-02-25,2026-02-28,,,
CAND003920,2025-10-16,UK,Technology,Software Engineer,Male,Screen,0,2025-10-16,2025-10-17,,,
CAND003921,2025-08-05,UK,Commercial,Pricing Manager,Male,Applied,0,2025-08-05,,,,
CAND003922,2025-08-08,Netherlands,Technology,Software Engineer,Male,Applied,0,2025-08-08,,,,
CAND003923,2025-08-07,Netherlands,Sales,Account Manager,Male,Interview,0,2025-08-07,2025-08-09,2025-08-12,,
CAND003924,2025-10-22,UK,People,HR Advisor,Male,Screen,0,2025-10-22,2025-10-23,,,
CAND003925,2025-06-10,Germany,Supply Chain,Logistics Coordinator,Male,Applied,0,2025-06-10,,,,
CAND003926,2026-03-21,UK,Commercial,Commercial Analyst,Male,Interview,0,2026-03-21,2026-03-22,2026-03-27,,
CAND003927,2025-08-18,Germany,Commercial,Pricing Manager,Male,Hired,1,2025-08-18,2025-08-22,2025-08-30,2025-09-08,2025-09-12
CAND003928,2025-11-15,UK,Operations,Site Engineer,Male,Screen,0,2025-11-15,2025-11-16,,,
CAND003929,2025-06-21,UK,Commercial,Commercial Analyst,Male,Interview,0,2025-06-21,2025-06-24,2025-06-28,,
CAND003930,2025-09-20,UK,Technology,Data Engineer,Male,Screen,0,2025-09-20,2025-09-24,,,
CAND003931,2025-07-18,UK,Supply Chain,Procurement Specialist,Male,Screen,0,2025-07-18,2025-07-21,,,
CAND003932,2025-12-06,Germany,Customer Support,Customer Support Rep,Male,Screen,0,2025-12-06,2025-12-08,,,
CAND003933,2025-06-13,Germany,Supply Chain,Procurement Specialist,Male,Applied,0,2025-06-13,,,,
CAND003934,2026-01-03,Germany,Supply Chain,Warehouse Manager,Male,Applied,0,2026-01-03,,,,
CAND003935,2025-12-14,Ireland,Operations,Project Manager,Male,Screen,0,2025-12-14,2025-12-16,,,
CAND003936,2025-04-09,UK,Customer Support,Customer Support Rep,Female,Interview,0,2025-04-09,2025-04-10,2025-04-13,,
CAND003937,2025-06-23,Ireland,Operations,Site Engineer,Male,Applied,0,2025-06-23,,,,
CAND003938,2025-04-07,Germany,Finance,Accountant,Male,Applied,0,2025-04-07,,,,
CAND003939,2025-09-13,UK,Finance,Accountant,Female,Hired,1,2025-09-13,2025-09-15,2025-09-18,2025-09-29,2025-10-08
CAND003940,2025-09-26,UK,Commercial,Pricing Manager,Male,Hired,1,2025-09-26,2025-09-29,2025-10-06,2025-10-12,2025-10-20
CAND003941,2025-06-04,Germany,Commercial,Commercial Analyst,Male,Interview,0,2025-06-04,2025-06-07,2025-06-15,,
CAND003942,2025-04-20,UK,Finance,Accountant,Male,Interview,0,2025-04-20,2025-04-21,2025-04-26,,
CAND003943,2025-09-28,UK,People,HR Business Partner,Female,Screen,0,2025-09-28,2025-10-02,,,
CAND003944,2026-01-18,UK,Customer Support,Customer Success Manager,Male,Screen,0,2026-01-18,2026-01-22,,,
CAND003945,2025-08-05,Germany,Finance,Financial Analyst,Male,Interview,0,2025-08-05,2025-08-06,2025-08-09,,
CAND003946,2025-11-11,Germany,Sales,Sales Executive,Male,Screen,0,2025-11-11,2025-11-14,,,
CAND003947,2025-05-17,Germany,Operations,Project Manager,Male,Screen,0,2025-05-17,2025-05-20,,,
CAND003948,2025-09-22,UK,Commercial,Commercial Analyst,Male,Interview,0,2025-09-22,2025-09-23,2025-09-29,,
CAND003949,2025-09-26,Germany,Customer Support,Customer Support Rep,Male,Screen,0,2025-09-26,2025-09-27,,,
CAND003950,2026-03-25,UK,Operations,Project Manager,Male,Screen,0,2026-03-25,2026-03-27,,,
CAND003951,2025-06-26,France,Supply Chain,Warehouse Manager,Male,Applied,0,2025-06-26,,,,
CAND003952,2026-02-16,Ireland,Commercial,Commercial Analyst,Male,Applied,0,2026-02-16,,,,
CAND003953,2025-05-25,UK,People,HR Business Partner,Female,Hired,1,2025-05-25,2025-05-29,2025-06-05,2025-06-18,2025-06-25
CAND003954,2025-09-07,UK,People,HR Advisor,Male,Applied,0,2025-09-07,,,,
CAND003955,2025-08-28,UK,Finance,Accountant,Male,Hired,1,2025-08-28,2025-08-30,2025-09-02,2025-09-11,2025-09-18
CAND003956,2025-08-16,UK,Technology,Data Analyst,Male,Screen,0,2025-08-16,2025-08-19,,,
CAND003957,2026-02-11,France,Finance,Accountant,Male,Interview,0,2026-02-11,2026-02-12,2026-02-20,,
CAND003958,2025-07-15,Germany,Supply Chain,Warehouse Manager,Male,Applied,0,2025-07-15,,,,
CAND003959,2025-12-03,UK,People,HR Business Partner,Male,Hired,1,2025-12-03,2025-12-07,2025-12-12,2025-12-18,2025-12-22
CAND003960,2026-02-21,UK,Technology,Data Analyst,Male,Screen,0,2026-02-21,2026-02-22,,,
CAND003961,2025-05-12,UK,Finance,Financial Analyst,Male,Applied,0,2025-05-12,,,,
CAND003962,2026-01-03,France,Technology,Data Analyst,Male,Interview,0,2026-01-03,2026-01-05,2026-01-08,,
CAND003963,2025-09-19,Ireland,Sales,Sales Executive,Male,Applied,0,2025-09-19,,,,
CAND003964,2025-11-28,Germany,Customer Support,Customer Success Manager,Male,Screen,0,2025-11-28,2025-12-02,,,
CAND003965,2025-07-01,Germany,People,HR Business Partner,Male,Interview,0,2025-07-01,2025-07-03,2025-07-06,,
CAND003966,2025-09-20,UK,Technology,Software Engineer,Male,Hired,1,2025-09-20,2025-09-22,2025-09-25,2025-10-06,2025-10-08
CAND003967,2025-10-30,UK,People,HR Advisor,Male,Screen,0,2025-10-30,2025-11-02,,,
CAND003968,2025-10-09,UK,Sales,Sales Executive,Male,Applied,0,2025-10-09,,,,
CAND003969,2026-01-25,Germany,People,HR Advisor,Male,Screen,0,2026-01-25,2026-01-27,,,
CAND003970,2025-05-02,France,Finance,Accountant,Male,Screen,0,2025-05-02,2025-05-04,,,
CAND003971,2025-09-09,UK,Supply Chain,Procurement Specialist,Male,Applied,0,2025-09-09,,,,
CAND003972,2026-03-05,Germany,Commercial,Pricing Manager,Male,Interview,0,2026-03-05,2026-03-08,2026-03-12,,
CAND003973,2025-06-04,Germany,Supply Chain,Procurement Specialist,Male,Applied,0,2025-06-04,,,,
CAND003974,2025-05-15,UK,Operations,Construction Supervisor,Male,Screen,0,2025-05-15,2025-05-17,,,
CAND003975,2026-01-22,Germany,Supply Chain,Logistics Coordinator,Male,Applied,0,2026-01-22,,,,
CAND003976,2025-10-08,UK,People,HR Business Partner,Female,Applied,0,2025-10-08,,,,
CAND003977,2026-02-12,UK,Operations,Project Manager,Male,Interview,0,2026-02-12,2026-02-15,2026-02-21,,
CAND003978,2025-04-02,France,Supply Chain,Logistics Coordinator,Female,Applied,0,2025-04-02,,,,
CAND003979,2026-03-20,France,Supply Chain,Warehouse Manager,Male,Screen,0,2026-03-20,2026-03-24,,,
CAND003980,2025-12-01,UK,Technology,Data Engineer,Male,Offer,0,2025-12-01,2025-12-05,2025-12-11,2025-12-20,
CAND003981,2025-07-08,UK,Technology,Data Analyst,Male,Applied,0,2025-07-08,,,,
CAND003982,2025-05-10,Germany,Sales,Sales Executive,Male,Applied,0,2025-05-10,,,,
CAND003983,2025-10-15,UK,Supply Chain,Logistics Coordinator,Male,Applied,0,2025-10-15,,,,
CAND003984,2025-12-25,Germany,Operations,Construction Supervisor,Male,Interview,0,2025-12-25,2025-12-26,2025-12-30,,
CAND003985,2026-03-30,France,Customer Support,Customer Success Manager,Male,Hired,1,2026-03-30,2026-03-31,2026-04-07,2026-04-19,2026-04-21
CAND003986,2025-05-11,France,Finance,Financial Analyst,Male,Hired,1,2025-05-11,2025-05-14,2025-05-18,2025-06-01,2025-06-07
CAND003987,2025-04-04,UK,Finance,Financial Analyst,Male,Interview,0,2025-04-04,2025-04-06,2025-04-11,,
CAND003988,2025-07-07,Germany,Customer Support,Customer Success Manager,Male,Applied,0,2025-07-07,,,,
CAND003989,2025-10-21,UK,Customer Support,Customer Success Manager,Male,Screen,0,2025-10-21,2025-10-25,,,
CAND003990,2026-03-27,UK,Commercial,Pricing Manager,Male,Screen,0,2026-03-27,2026-03-28,,,
CAND003991,2026-02-27,France,People,HR Business Partner,Male,Hired,1,2026-02-27,2026-03-01,2026-03-05,2026-03-13,2026-03-15
CAND003992,2026-01-11,Germany,Finance,Accountant,Male,Applied,0,2026-01-11,,,,
CAND003993,2025-11-12,UK,Supply Chain,Logistics Coordinator,Male,Screen,0,2025-11-12,2025-11-13,,,
CAND003994,2025-09-30,Germany,Sales,Sales Executive,Male,Screen,0,2025-09-30,2025-10-03,,,
CAND003995,2025-04-01,UK,Finance,Financial Analyst,Male,Interview,0,2025-04-01,2025-04-02,2025-04-08,,
CAND003996,2025-09-04,Germany,Operations,Site Engineer,Male,Screen,0,2025-09-04,2025-09-06,,,
CAND003997,2025-05-17,UK,Sales,Account Manager,Male,Screen,0,2025-05-17,2025-05-18,,,
CAND003998,2025-08-13,UK,Sales,Sales Executive,Male,Screen,0,2025-08-13,2025-08-16,,,
CAND003999,2025-12-22,Netherlands,Technology,Data Engineer,Male,Screen,0,2025-12-22,2025-12-25,,,
CAND004000,2026-02-13,UK,Technology,Data Engineer,Male,Applied,0,2026-02-13,,,,
CAND004001,2025-06-29,UK,Commercial,Pricing Manager,Male,Screen,0,2025-06-29,2025-06-30,,,
CAND004002,2025-09-15,Germany,Commercial,Pricing Manager,Female,Applied,0,2025-09-15,,,,
CAND004003,2026-02-07,Germany,People,HR Business Partner,Male,Hired,1,2026-02-07,2026-02-09,2026-02-17,2026-02-28,2026-03-09
CAND004004,2025-08-24,UK,People,HR Advisor,Female,Screen,0,2025-08-24,2025-08-25,,,
CAND004005,2025-11-16,Netherlands,Finance,Financial Analyst,Female,Interview,0,2025-11-16,2025-11-20,2025-11-27,,
CAND004006,2025-09-28,UK,Supply Chain,Warehouse Manager,Male,Interview,0,2025-09-28,2025-09-29,2025-10-07,,
CAND004007,2025-07-28,Ireland,Sales,Sales Executive,Male,Applied,0,2025-07-28,,,,
CAND004008,2025-04-06,Ireland,Customer Support,Customer Support Rep,Male,Screen,0,2025-04-06,2025-04-08,,,
CAND004009,2025-07-04,UK,Operations,Site Engineer,Female,Interview,0,2025-07-04,2025-07-07,2025-07-12,,
CAND004010,2025-09-12,UK,Supply Chain,Procurement Specialist,Male,Applied,0,2025-09-12,,,,
CAND004011,2025-05-01,UK,Commercial,Commercial Analyst,Male,Screen,0,2025-05-01,2025-05-04,,,
CAND004012,2025-07-17,Netherlands,Finance,Financial Analyst,Female,Interview,0,2025-07-17,2025-07-18,2025-07-23,,
CAND004013,2025-06-12,Ireland,People,HR Advisor,Male,Applied,0,2025-06-12,,,,
CAND004014,2025-04-14,UK,People,HR Advisor,Male,Applied,0,2025-04-14,,,,
CAND004015,2025-10-31,France,Supply Chain,Procurement Specialist,Male,Applied,0,2025-10-31,,,,
CAND004016,2026-02-07,UK,Commercial,Commercial Analyst,Male,Applied,0,2026-02-07,,,,
CAND004017,2025-12-17,France,Commercial,Commercial Analyst,Female,Hired,1,2025-12-17,2025-12-19,2025-12-22,2026-01-03,2026-01-07
CAND004018,2026-02-10,France,Supply Chain,Warehouse Manager,Male,Interview,0,2026-02-10,2026-02-14,2026-02-20,,
CAND004019,2025-11-13,UK,People,HR Business Partner,Male,Applied,0,2025-11-13,,,,
CAND004020,2025-04-16,UK,Commercial,Commercial Analyst,Male,Applied,0,2025-04-16,,,,
CAND004021,2025-06-16,France,Finance,Financial Analyst,Female,Screen,0,2025-06-16,2025-06-18,,,
CAND004022,2025-04-30,Netherlands,Commercial,Pricing Manager,Male,Hired,1,2025-04-30,2025-05-04,2025-05-07,2025-05-15,2025-05-21
CAND004023,2025-11-11,UK,Technology,Data Analyst,Male,Interview,0,2025-11-11,2025-11-15,2025-11-18,,
CAND004024,2025-11-05,Germany,Commercial,Commercial Analyst,Male,Interview,0,2025-11-05,2025-11-09,2025-11-14,,
CAND004025,2026-03-27,UK,People,HR Business Partner,Male,Screen,0,2026-03-27,2026-03-29,,,
CAND004026,2026-03-30,Netherlands,People,HR Business Partner,Male,Screen,0,2026-03-30,2026-03-31,,,
CAND004027,2025-12-12,UK,Sales,Account Manager,Male,Applied,0,2025-12-12,,,,
CAND004028,2025-11-23,Germany,Commercial,Pricing Manager,Male,Applied,0,2025-11-23,,,,
CAND004029,2026-03-29,UK,Sales,Account Manager,Male,Interview,0,2026-03-29,2026-04-01,2026-04-08,,
CAND004030,2025-08-07,UK,Operations,Project Manager,Male,Applied,0,2025-08-07,,,,
CAND004031,2026-02-25,Ireland,Finance,Financial Analyst,Male,Screen,0,2026-02-25,2026-03-01,,,
CAND004032,2025-11-06,Germany,Customer Support,Customer Success Manager,Male,Interview,0,2025-11-06,2025-11-07,2025-11-15,,
CAND004033,2025-07-23,UK,Operations,Construction Supervisor,Male,Screen,0,2025-07-23,2025-07-25,,,
CAND004034,2025-05-14,UK,Commercial,Pricing Manager,Male,Interview,0,2025-05-14,2025-05-17,2025-05-23,,
CAND004035,2026-02-15,UK,Sales,Account Manager,Male,Applied,0,2026-02-15,,,,
CAND004036,2025-06-19,France,Supply Chain,Warehouse Manager,Female,Applied,0,2025-06-19,,,,
CAND004037,2025-09-11,France,Sales,Account Manager,Male,Screen,0,2025-09-11,2025-09-15,,,
CAND004038,2025-12-17,UK,People,HR Business Partner,Male,Hired,1,2025-12-17,2025-12-18,2025-12-22,2026-01-01,2026-01-09
CAND004039,2025-07-14,UK,Supply Chain,Warehouse Manager,Male,Screen,0,2025-07-14,2025-07-15,,,
CAND004040,2025-10-06,UK,People,HR Advisor,Male,Interview,0,2025-10-06,2025-10-10,2025-10-13,,
CAND004041,2025-05-24,France,People,HR Advisor,Female,Interview,0,2025-05-24,2025-05-27,2025-05-31,,
CAND004042,2026-03-01,Ireland,Commercial,Pricing Manager,Male,Screen,0,2026-03-01,2026-03-02,,,
CAND004043,2025-12-26,Ireland,Sales,Account Manager,Female,Screen,0,2025-12-26,2025-12-30,,,
CAND004044,2025-08-07,Netherlands,Technology,Data Analyst,Male,Interview,0,2025-08-07,2025-08-09,2025-08-17,,
CAND004045,2025-08-26,UK,Commercial,Commercial Analyst,Male,Applied,0,2025-08-26,,,,
CAND004046,2025-10-17,Germany,Operations,Construction Supervisor,Female,Applied,0,2025-10-17,,,,
CAND004047,2025-12-04,Germany,Sales,Account Manager,Male,Hired,1,2025-12-04,2025-12-08,2025-12-13,2025-12-20,2025-12-28
CAND004048,2025-06-21,UK,Operations,Site Engineer,Female,Screen,0,2025-06-21,2025-06-22,,,
CAND004049,2025-08-07,France,Supply Chain,Procurement Specialist,Male,Applied,0,2025-08-07,,,,
CAND004050,2026-01-24,UK,Technology,Data Engineer,Male,Applied,0,2026-01-24,,,,
CAND004051,2026-01-19,Germany,Supply Chain,Warehouse Manager,Male,Offer,0,2026-01-19,2026-01-20,2026-01-23,2026-02-01,
CAND004052,2025-10-07,Germany,Technology,Data Analyst,Male,Interview,0,2025-10-07,2025-10-11,2025-10-15,,
CAND004053,2025-05-07,UK,Finance,Financial Analyst,Male,Applied,0,2025-05-07,,,,
CAND004054,2025-10-02,Germany,Finance,Financial Analyst,Male,Screen,0,2025-10-02,2025-10-04,,,
CAND004055,2026-03-25,UK,Finance,Accountant,Male,Applied,0,2026-03-25,,,,
CAND004056,2026-03-03,Germany,Operations,Construction Supervisor,Male,Interview,0,2026-03-03,2026-03-06,2026-03-11,,
CAND004057,2025-08-31,UK,Commercial,Commercial Analyst,Male,Applied,0,2025-08-31,,,,
CAND004058,2025-12-13,UK,Finance,Financial Analyst,Male,Hired,1,2025-12-13,2025-12-15,2025-12-19,2025-12-29,2026-01-06
CAND004059,2025-04-11,UK,Finance,Financial Analyst,Female,Applied,0,2025-04-11,,,,
CAND004060,2026-01-14,Germany,Technology,Data Engineer,Male,Applied,0,2026-01-14,,,,
CAND004061,2025-07-06,UK,Commercial,Pricing Manager,Male,Screen,0,2025-07-06,2025-07-07,,,
CAND004062,2025-09-23,UK,Technology,Data Engineer,Female,Hired,1,2025-09-23,2025-09-25,2025-10-01,2025-10-11,2025-10-20
CAND004063,2025-09-22,Germany,Technology,Data Engineer,Male,Offer,0,2025-09-22,2025-09-25,2025-09-29,2025-10-05,
CAND004064,2025-07-22,France,Finance,Financial Analyst,Male,Applied,0,2025-07-22,,,,
CAND004065,2025-12-26,Germany,Supply Chain,Procurement Specialist,Male,Applied,0,2025-12-26,,,,
CAND004066,2025-10-15,UK,Technology,Data Engineer,Male,Screen,0,2025-10-15,2025-10-16,,,
CAND004067,2025-09-14,Germany,Technology,Software Engineer,Male,Applied,0,2025-09-14,,,,
CAND004068,2025-06-24,Germany,People,HR Advisor,Male,Screen,0,2025-06-24,2025-06-28,,,
CAND004069,2026-03-29,UK,People,HR Business Partner,Male,Hired,1,2026-03-29,2026-04-02,2026-04-09,2026-04-15,2026-04-23
CAND004070,2025-05-16,Germany,Supply Chain,Logistics Coordinator,Male,Applied,0,2025-05-16,,,,
CAND004071,2025-04-23,UK,Finance,Financial Analyst,Male,Applied,0,2025-04-23,,,,
CAND004072,2026-01-23,UK,Sales,Account Manager,Male,Hired,1,2026-01-23,2026-01-26,2026-01-31,2026-02-13,2026-02-17
CAND004073,2025-07-13,UK,Operations,Project Manager,Male,Interview,0,2025-07-13,2025-07-15,2025-07-23,,
CAND004074,2025-06-11,UK,Technology,Data Engineer,Male,Applied,0,2025-06-11,,,,
CAND004075,2025-06-17,France,Finance,Financial Analyst,Male,Applied,0,2025-06-17,,,,
CAND004076,2025-08-09,Germany,Commercial,Commercial Analyst,Male,Screen,0,2025-08-09,2025-08-10,,,
CAND004077,2025-05-21,Germany,Technology,Software Engineer,Male,Hired,1,2025-05-21,2025-05-24,2025-05-31,2025-06-12,2025-06-19
CAND004078,2025-07-23,UK,Operations,Project Manager,Male,Screen,0,2025-07-23,2025-07-26,,,
CAND004079,2025-09-05,UK,People,HR Advisor,Male,Offer,0,2025-09-05,2025-09-08,2025-09-12,2025-09-18,
CAND004080,2026-01-08,UK,Sales,Account Manager,Male,Interview,0,2026-01-08,2026-01-09,2026-01-13,,
CAND004081,2025-06-03,France,Sales,Sales Executive,Male,Offer,0,2025-06-03,2025-06-07,2025-06-14,2025-06-22,
CAND004082,2025-10-17,UK,Technology,Data Analyst,Male,Interview,0,2025-10-17,2025-10-19,2025-10-26,,
CAND004083,2025-11-29,Germany,Finance,Accountant,Male,Screen,0,2025-11-29,2025-12-03,,,
CAND004084,2025-04-09,UK,People,HR Business Partner,Male,Applied,0,2025-04-09,,,,
CAND004085,2026-02-01,UK,People,HR Advisor,Male,Applied,0,2026-02-01,,,,
CAND004086,2025-05-14,Germany,Customer Support,Customer Support Rep,Male,Hired,1,2025-05-14,2025-05-15,2025-05-22,2025-06-02,2025-06-04
CAND004087,2026-01-19,UK,Supply Chain,Logistics Coordinator,Male,Applied,0,2026-01-19,,,,
CAND004088,2025-05-02,UK,Supply Chain,Warehouse Manager,Male,Applied,0,2025-05-02,,,,
CAND004089,2025-06-29,UK,Technology,Software Engineer,Male,Applied,0,2025-06-29,,,,
CAND004090,2025-05-14,UK,Operations,Site Engineer,Female,Applied,0,2025-05-14,,,,
CAND004091,2025-09-07,Netherlands,Finance,Financial Analyst,Male,Interview,0,2025-09-07,2025-09-08,2025-09-15,,
CAND004092,2026-03-29,Germany,Commercial,Commercial Analyst,Male,Screen,0,2026-03-29,2026-03-30,,,
CAND004093,2025-09-03,Netherlands,People,HR Business Partner,Female,Interview,0,2025-09-03,2025-09-07,2025-09-13,,
CAND004094,2026-01-05,France,Operations,Construction Supervisor,Male,Applied,0,2026-01-05,,,,
CAND004095,2025-12-09,UK,Technology,Software Engineer,Male,Screen,0,2025-12-09,2025-12-12,,,
CAND004096,2025-12-28,Germany,Technology,Data Engineer,Male,Hired,1,2025-12-28,2025-12-31,2026-01-08,2026-01-15,2026-01-21
CAND004097,2025-08-09,France,Customer Support,Customer Success Manager,Female,Hired,1,2025-08-09,2025-08-12,2025-08-17,2025-08-22,2025-08-28
CAND004098,2025-04-01,Germany,Sales,Account Manager,Male,Hired,1,2025-04-01,2025-04-05,2025-04-08,2025-04-16,2025-04-22
CAND004099,2025-11-12,Germany,Commercial,Pricing Manager,Male,Screen,0,2025-11-12,2025-11-13,,,
CAND004100,2025-12-02,France,Operations,Construction Supervisor,Male,Screen,0,2025-12-02,2025-12-05,,,
CAND004101,2025-04-13,UK,People,HR Advisor,Female,Applied,0,2025-04-13,,,,
CAND004102,2025-08-18,France,People,HR Advisor,Male,Interview,0,2025-08-18,2025-08-20,2025-08-24,,
CAND004103,2025-09-30,Germany,Finance,Financial Analyst,Male,Interview,0,2025-09-30,2025-10-04,2025-10-12,,
CAND004104,2026-02-11,Netherlands,Supply Chain,Warehouse Manager,Male,Interview,0,2026-02-11,2026-02-13,2026-02-21,,
CAND004105,2026-01-31,UK,Operations,Project Manager,Male,Applied,0,2026-01-31,,,,
CAND004106,2025-12-10,Ireland,Finance,Financial Analyst,Male,Applied,0,2025-12-10,,,,
CAND004107,2025-09-04,UK,Operations,Construction Supervisor,Male,Screen,0,2025-09-04,2025-09-05,,,
CAND004108,2025-07-30,UK,Finance,Accountant,Male,Screen,0,2025-07-30,2025-08-02,,,
CAND004109,2025-07-11,France,People,HR Business Partner,Male,Applied,0,2025-07-11,,,,
CAND004110,2025-09-04,UK,People,HR Business Partner,Male,Interview,0,2025-09-04,2025-09-08,2025-09-14,,
CAND004111,2026-02-23,UK,Sales,Sales Executive,Female,Screen,0,2026-02-23,2026-02-25,,,
CAND004112,2025-08-03,UK,Sales,Account Manager,Male,Interview,0,2025-08-03,2025-08-04,2025-08-12,,
CAND004113,2026-01-05,Ireland,Supply Chain,Logistics Coordinator,Male,Applied,0,2026-01-05,,,,
CAND004114,2025-10-22,UK,Supply Chain,Procurement Specialist,Female,Applied,0,2025-10-22,,,,
CAND004115,2026-01-19,Germany,Supply Chain,Warehouse Manager,Male,Screen,0,2026-01-19,2026-01-21,,,
CAND004116,2026-02-22,UK,Sales,Sales Executive,Female,Hired,1,2026-02-22,2026-02-25,2026-03-03,2026-03-09,2026-03-16
CAND004117,2025-07-19,Netherlands,Commercial,Commercial Analyst,Male,Hired,1,2025-07-19,2025-07-20,2025-07-28,2025-08-08,2025-08-11
CAND004118,2026-01-13,UK,Technology,Data Analyst,Male,Applied,0,2026-01-13,,,,
CAND004119,2026-03-01,Netherlands,Customer Support,Customer Success Manager,Male,Interview,0,2026-03-01,2026-03-05,2026-03-10,,
CAND004120,2025-12-15,Ireland,Operations,Project Manager,Male,Interview,0,2025-12-15,2025-12-17,2025-12-25,,
CAND004121,2025-10-08,UK,Operations,Construction Supervisor,Male,Hired,1,2025-10-08,2025-10-12,2025-10-15,2025-10-25,2025-10-29
CAND004122,2025-12-19,Germany,Supply Chain,Procurement Specialist,Male,Hired,1,2025-12-19,2025-12-22,2025-12-27,2026-01-01,2026-01-09
CAND004123,2026-01-11,Netherlands,Supply Chain,Logistics Coordinator,Male,Screen,0,2026-01-11,2026-01-13,,,
