survey_id,employee_id,survey_date,country,department,engagement_score,wellbeing_score,manager_support_score,career_growth_score,inclusion_score,intent_to_leave_flag
SRV0003403,EMP01135,2025-03-31,UK,Sales,81.0,64.1,61.9,62.9,69.4,1
SRV0003404,EMP01135,2025-09-30,UK,Sales,73.7,68.3,70.8,72.0,63.2,0
SRV0003405,EMP01135,2026-03-31,UK,Sales,69.6,58.1,67.8,72.5,63.4,0
SRV0003406,EMP01136,2025-03-31,UK,Customer Support,65.0,68.4,69.7,68.4,64.2,1
SRV0003407,EMP01136,2025-09-30,UK,Customer Support,77.0,62.4,66.1,58.8,70.6,0
SRV0003408,EMP01136,2026-03-31,UK,Customer Support,73.3,71.5,62.9,69.4,58.8,0
SRV0003409,EMP01137,2025-03-31,UK,Sales,75.4,66.9,73.5,72.0,61.4,0
SRV0003410,EMP01137,2025-09-30,UK,Sales,70.9,58.0,64.9,69.4,72.7,0
SRV0003411,EMP01137,2026-03-31,UK,Sales,76.7,54.0,63.5,61.6,67.9,1
SRV0003412,EMP01138,2025-03-31,UK,Supply Chain,67.4,47.1,61.6,61.5,52.6,1
SRV0003413,EMP01138,2025-09-30,UK,Supply Chain,59.8,59.5,49.0,61.6,59.8,1
SRV0003414,EMP01138,2026-03-31,UK,Supply Chain,56.4,57.6,53.1,67.3,58.0,0
SRV0003415,EMP01139,2025-03-31,UK,Operations,43.6,48.9,59.9,41.7,59.9,0
SRV0003416,EMP01139,2025-09-30,UK,Operations,51.0,41.3,61.6,47.6,59.3,1
SRV0003417,EMP01139,2026-03-31,UK,Operations,44.9,33.4,54.4,43.1,57.2,0
SRV0003418,EMP01140,2025-03-31,Netherlands,Supply Chain,75.9,57.3,61.7,52.5,70.8,0
SRV0003419,EMP01140,2025-09-30,Netherlands,Supply Chain,72.6,53.1,60.0,66.6,60.4,0
SRV0003420,EMP01140,2026-03-31,Netherlands,Supply Chain,74.2,58.9,65.8,64.7,61.0,0
SRV0003421,EMP01141,2025-03-31,UK,Customer Support,67.0,59.8,59.7,70.4,68.4,0
SRV0003422,EMP01141,2025-09-30,UK,Customer Support,73.2,61.4,63.6,58.8,64.8,0
SRV0003423,EMP01141,2026-03-31,UK,Customer Support,64.3,58.5,69.7,65.1,58.2,1
SRV0003424,EMP01142,2025-03-31,UK,Supply Chain,48.4,40.3,61.3,52.7,62.3,0
SRV0003425,EMP01142,2025-09-30,UK,Supply Chain,50.2,55.1,66.0,49.2,64.3,1
SRV0003426,EMP01142,2026-03-31,UK,Supply Chain,45.6,39.3,59.9,41.2,66.9,0
SRV0003427,EMP01143,2025-03-31,France,Commercial,75.7,57.4,67.5,73.2,65.9,0
SRV0003428,EMP01143,2025-09-30,France,Commercial,73.9,64.1,58.8,68.5,62.2,0
SRV0003429,EMP01143,2026-03-31,France,Commercial,72.1,56.4,60.3,64.6,66.1,0
SRV0003430,EMP01144,2025-03-31,Germany,Customer Support,50.7,45.3,52.5,50.0,62.4,0
SRV0003431,EMP01144,2025-09-30,Germany,Customer Support,57.7,51.4,61.4,43.9,54.6,0
SRV0003432,EMP01144,2026-03-31,Germany,Customer Support,54.0,51.5,54.4,47.7,64.5,1
SRV0003433,EMP01145,2025-03-31,France,Customer Support,59.1,54.2,57.9,66.1,68.5,0
SRV0003434,EMP01145,2025-09-30,France,Customer Support,64.5,56.5,59.7,54.1,59.8,0
SRV0003435,EMP01145,2026-03-31,France,Customer Support,69.1,53.1,61.6,54.6,64.2,0
SRV0003436,EMP01146,2025-03-31,Germany,Operations,39.6,38.7,45.9,41.0,56.8,0
SRV0003437,EMP01146,2025-09-30,Germany,Operations,28.7,35.0,53.4,45.2,61.9,1
SRV0003438,EMP01146,2026-03-31,Germany,Operations,27.0,20.3,50.1,40.9,54.0,1
SRV0003439,EMP01147,2025-03-31,Germany,Supply Chain,32.9,34.2,51.3,34.1,55.3,1
SRV0003440,EMP01147,2025-09-30,Germany,Supply Chain,33.6,39.6,46.2,48.2,60.3,0
SRV0003441,EMP01147,2026-03-31,Germany,Supply Chain,33.1,24.5,51.2,34.8,60.9,1
SRV0003442,EMP01148,2025-03-31,UK,Commercial,73.3,59.3,71.4,64.4,63.9,1
SRV0003443,EMP01148,2025-09-30,UK,Commercial,73.7,60.3,69.6,65.8,67.8,0
SRV0003444,EMP01148,2026-03-31,UK,Commercial,66.5,61.5,70.8,60.3,67.3,1
SRV0003445,EMP01149,2025-03-31,Germany,Supply Chain,49.0,44.4,47.0,60.4,54.0,1
SRV0003446,EMP01149,2025-09-30,Germany,Supply Chain,41.1,36.1,45.5,51.8,46.8,1
SRV0003447,EMP01149,2026-03-31,Germany,Supply Chain,52.3,41.4,40.3,53.1,45.7,0
SRV0003448,EMP01150,2025-03-31,UK,Finance,80.3,71.6,69.2,72.8,72.4,0
SRV0003449,EMP01150,2025-09-30,UK,Finance,96.3,87.1,78.3,80.2,77.8,0
SRV0003450,EMP01150,2026-03-31,UK,Finance,86.5,89.5,83.0,72.0,77.7,0
SRV0003451,EMP01151,2025-03-31,UK,Operations,60.3,61.0,56.2,53.4,55.7,0
SRV0003452,EMP01151,2025-09-30,UK,Operations,57.6,47.8,61.5,62.2,56.1,0
SRV0003453,EMP01151,2026-03-31,UK,Operations,57.7,46.8,63.5,64.3,66.5,0
SRV0003454,EMP01152,2025-03-31,France,Technology,63.9,55.7,68.0,74.2,65.3,0
SRV0003455,EMP01152,2025-09-30,France,Technology,70.8,54.1,61.1,76.8,64.3,1
SRV0003456,EMP01152,2026-03-31,France,Technology,60.6,66.4,57.3,72.2,54.5,0
SRV0003457,EMP01153,2025-03-31,France,Operations,56.1,52.9,64.0,49.8,59.6,0
SRV0003458,EMP01153,2025-09-30,France,Operations,52.7,53.2,52.5,47.9,61.3,1
SRV0003459,EMP01153,2026-03-31,France,Operations,48.7,45.1,47.9,51.3,52.4,1
SRV0003460,EMP01154,2025-03-31,France,Commercial,76.9,73.2,65.3,74.0,61.6,0
SRV0003461,EMP01154,2025-09-30,France,Commercial,83.6,62.6,62.0,74.8,68.6,1
SRV0003462,EMP01154,2026-03-31,France,Commercial,80.2,72.0,59.9,64.4,58.4,0
SRV0003463,EMP01155,2025-03-31,UK,Commercial,72.1,69.1,69.4,79.1,72.7,0
SRV0003464,EMP01155,2025-09-30,UK,Commercial,78.7,69.9,70.8,77.3,68.0,0
SRV0003465,EMP01155,2026-03-31,UK,Commercial,83.3,72.4,68.2,73.1,74.7,0
SRV0003466,EMP01156,2025-03-31,UK,Supply Chain,70.8,55.5,56.0,56.9,66.2,0
SRV0003467,EMP01156,2025-09-30,UK,Supply Chain,61.7,54.7,65.1,54.0,63.0,0
SRV0003468,EMP01156,2026-03-31,UK,Supply Chain,64.2,50.2,52.7,59.5,63.6,0
SRV0003469,EMP01157,2025-03-31,UK,Customer Support,68.7,54.3,59.0,63.8,59.0,0
SRV0003470,EMP01157,2025-09-30,UK,Customer Support,78.6,72.5,64.8,67.4,68.7,0
SRV0003471,EMP01157,2026-03-31,UK,Customer Support,73.2,70.5,66.0,59.4,65.0,0
SRV0003472,EMP01158,2025-03-31,UK,Operations,70.8,49.6,55.8,53.1,61.0,0
SRV0003473,EMP01158,2025-09-30,UK,Operations,56.8,51.1,58.2,61.3,60.4,1
SRV0003474,EMP01158,2026-03-31,UK,Operations,67.0,49.9,63.0,53.1,64.9,1
SRV0003475,EMP01159,2025-03-31,Germany,Operations,34.8,41.1,55.5,38.7,57.0,0
SRV0003476,EMP01159,2025-09-30,Germany,Operations,45.5,40.8,42.7,41.6,51.8,1
SRV0003477,EMP01159,2026-03-31,Germany,Operations,41.2,30.5,52.7,45.7,61.9,1
SRV0003478,EMP01160,2025-03-31,UK,Supply Chain,57.4,53.0,67.8,54.7,58.3,0
SRV0003479,EMP01160,2025-09-30,UK,Supply Chain,47.9,40.1,65.5,46.9,63.2,0
SRV0003480,EMP01160,2026-03-31,UK,Supply Chain,52.8,47.8,53.9,58.0,64.0,0
SRV0003481,EMP01161,2025-03-31,Netherlands,Customer Support,75.4,71.4,66.4,57.6,65.3,0
SRV0003482,EMP01161,2025-09-30,Netherlands,Customer Support,77.4,64.4,70.3,61.3,62.7,0
SRV0003483,EMP01161,2026-03-31,Netherlands,Customer Support,64.8,58.7,72.2,61.9,68.8,0
SRV0003484,EMP01162,2025-03-31,UK,Operations,62.0,58.9,55.0,44.6,59.5,0
SRV0003485,EMP01162,2025-09-30,UK,Operations,51.6,56.5,61.9,58.5,57.5,0
SRV0003486,EMP01162,2026-03-31,UK,Operations,44.0,44.9,62.0,57.9,63.2,0
SRV0003487,EMP01163,2025-03-31,Germany,Customer Support,42.0,44.8,53.8,37.2,63.2,0
SRV0003488,EMP01163,2025-09-30,Germany,Customer Support,47.8,34.7,57.6,40.8,53.0,1
SRV0003489,EMP01163,2026-03-31,Germany,Customer Support,37.6,36.3,58.6,45.0,54.5,1
SRV0003490,EMP01164,2025-03-31,France,Sales,61.5,59.2,58.5,62.9,66.9,0
SRV0003491,EMP01164,2025-09-30,France,Sales,70.0,65.2,61.8,71.7,63.5,0
SRV0003492,EMP01164,2026-03-31,France,Sales,64.6,52.9,61.0,57.0,58.6,0
SRV0003493,EMP01165,2025-03-31,Netherlands,Sales,78.7,58.5,63.3,61.2,65.4,1
SRV0003494,EMP01165,2025-09-30,Netherlands,Sales,69.3,60.2,63.6,60.6,68.7,0
SRV0003495,EMP01165,2026-03-31,Netherlands,Sales,75.0,70.9,72.0,64.7,73.6,0
SRV0003496,EMP01166,2025-03-31,Netherlands,Operations,65.0,65.4,69.0,51.4,61.9,0
SRV0003497,EMP01166,2025-09-30,Netherlands,Operations,75.7,55.3,68.6,65.1,59.9,0
SRV0003498,EMP01166,2026-03-31,Netherlands,Operations,69.3,61.0,58.9,63.4,66.7,0
SRV0003499,EMP01167,2025-03-31,UK,Supply Chain,67.8,61.7,55.8,56.8,60.6,0
SRV0003500,EMP01167,2025-09-30,UK,Supply Chain,67.5,58.8,56.9,56.2,61.3,0
SRV0003501,EMP01167,2026-03-31,UK,Supply Chain,71.6,59.6,63.1,54.0,64.8,0
SRV0003502,EMP01168,2025-03-31,UK,Operations,48.6,55.4,58.5,51.6,54.9,0
SRV0003503,EMP01168,2025-09-30,UK,Operations,54.4,54.2,50.9,49.1,54.4,0
SRV0003504,EMP01168,2026-03-31,UK,Operations,44.1,43.1,58.9,42.8,58.1,0
SRV0003505,EMP01169,2025-03-31,France,Supply Chain,44.7,40.7,55.7,43.5,58.3,0
SRV0003506,EMP01169,2025-09-30,France,Supply Chain,45.7,44.3,55.1,54.1,65.1,1
SRV0003507,EMP01169,2026-03-31,France,Supply Chain,51.7,40.3,56.9,55.1,58.9,1
SRV0003508,EMP01170,2025-03-31,UK,Customer Support,55.3,59.2,69.3,62.3,61.7,0
SRV0003509,EMP01170,2025-09-30,UK,Customer Support,63.6,52.2,65.7,64.6,65.6,0
SRV0003510,EMP01170,2026-03-31,UK,Customer Support,65.2,63.3,67.2,58.2,66.1,0
SRV0003511,EMP01171,2025-03-31,UK,Operations,67.6,46.3,53.4,60.9,55.8,1
SRV0003512,EMP01171,2025-09-30,UK,Operations,56.0,49.9,50.4,53.6,65.3,0
SRV0003513,EMP01171,2026-03-31,UK,Operations,55.8,48.3,50.9,60.1,64.2,0
SRV0003514,EMP01172,2025-03-31,UK,Supply Chain,69.0,54.6,63.6,50.4,58.5,0
SRV0003515,EMP01172,2025-09-30,UK,Supply Chain,67.4,62.3,56.0,54.0,63.9,0
SRV0003516,EMP01172,2026-03-31,UK,Supply Chain,61.0,48.2,61.5,57.0,68.3,0
SRV0003517,EMP01173,2025-03-31,UK,Operations,35.1,43.4,50.5,49.4,56.2,0
SRV0003518,EMP01173,2025-09-30,UK,Operations,35.0,26.5,46.2,34.3,49.6,1
SRV0003519,EMP01173,2026-03-31,UK,Operations,25.3,26.4,50.4,34.3,53.5,1
SRV0003520,EMP01174,2025-03-31,UK,Sales,69.5,59.5,63.5,57.5,66.7,0
SRV0003521,EMP01174,2025-09-30,UK,Sales,75.7,69.7,69.2,67.6,72.9,0
SRV0003522,EMP01174,2026-03-31,UK,Sales,75.9,67.8,64.1,71.0,69.3,0
SRV0003523,EMP01175,2025-03-31,UK,Customer Support,71.5,54.1,65.8,54.4,59.2,0
SRV0003524,EMP01175,2025-09-30,UK,Customer Support,62.4,60.9,69.8,63.7,65.3,0
SRV0003525,EMP01175,2026-03-31,UK,Customer Support,63.1,65.1,63.2,60.5,65.5,0
SRV0003526,EMP01176,2025-03-31,UK,Customer Support,73.2,59.9,68.9,59.0,62.6,0
SRV0003527,EMP01176,2025-09-30,UK,Customer Support,67.4,57.4,61.2,62.5,70.9,0
SRV0003528,EMP01176,2026-03-31,UK,Customer Support,78.9,68.7,62.3,68.0,58.9,0
SRV0003529,EMP01177,2025-03-31,UK,Operations,49.7,44.6,62.8,46.6,57.1,0
SRV0003530,EMP01177,2025-09-30,UK,Operations,46.1,44.2,60.7,48.8,65.2,1
SRV0003531,EMP01177,2026-03-31,UK,Operations,46.3,44.6,58.0,46.1,68.0,0
SRV0003532,EMP01178,2025-03-31,Germany,Finance,82.1,59.0,66.6,69.2,65.3,1
SRV0003533,EMP01178,2025-09-30,Germany,Finance,71.4,71.1,62.2,72.0,61.8,0
SRV0003534,EMP01178,2026-03-31,Germany,Finance,81.1,66.6,62.9,73.8,61.9,0
SRV0003535,EMP01179,2025-03-31,UK,Finance,90.0,87.3,78.7,78.2,66.3,0
SRV0003536,EMP01179,2025-09-30,UK,Finance,93.0,78.2,79.5,79.2,76.7,0
SRV0003537,EMP01179,2026-03-31,UK,Finance,93.2,82.7,78.2,68.9,68.9,0
SRV0003538,EMP01180,2025-03-31,France,Operations,57.8,50.8,58.1,56.4,64.8,0
SRV0003539,EMP01180,2025-09-30,France,Operations,48.2,54.1,57.9,52.9,63.4,0
SRV0003540,EMP01180,2026-03-31,France,Operations,60.5,42.4,44.4,61.7,59.5,1
SRV0003541,EMP01181,2025-03-31,France,Operations,59.0,49.9,54.5,55.7,55.3,0
SRV0003542,EMP01181,2025-09-30,France,Operations,44.3,48.3,61.2,49.2,63.9,1
SRV0003543,EMP01181,2026-03-31,France,Operations,54.5,43.1,50.5,48.0,59.7,1
SRV0003544,EMP01182,2025-03-31,UK,Technology,76.7,81.8,78.3,77.0,74.0,0
SRV0003545,EMP01182,2025-09-30,UK,Technology,81.5,79.3,71.1,79.4,72.9,0
SRV0003546,EMP01182,2026-03-31,UK,Technology,92.4,81.0,78.6,82.6,66.4,0
SRV0003547,EMP01183,2025-03-31,UK,Customer Support,68.7,53.3,66.4,60.3,69.1,0
SRV0003548,EMP01183,2025-09-30,UK,Customer Support,75.7,60.8,67.9,61.6,68.5,0
SRV0003549,EMP01183,2026-03-31,UK,Customer Support,67.2,65.3,68.4,67.2,59.1,0
SRV0003550,EMP01184,2025-03-31,Germany,Operations,29.9,41.6,48.1,36.9,57.3,1
SRV0003551,EMP01184,2025-09-30,Germany,Operations,26.9,34.4,43.9,35.9,51.4,1
SRV0003552,EMP01184,2026-03-31,Germany,Operations,34.8,29.8,49.5,38.9,52.2,1
SRV0003553,EMP01185,2025-03-31,France,Technology,66.6,61.3,61.4,68.9,60.8,0
SRV0003554,EMP01185,2025-09-30,France,Technology,71.0,61.5,56.7,68.7,59.5,0
SRV0003555,EMP01185,2026-03-31,France,Technology,64.3,65.3,59.8,67.3,57.9,1
SRV0003556,EMP01186,2025-03-31,UK,Customer Support,56.5,55.7,51.9,58.2,57.4,0
SRV0003557,EMP01186,2025-09-30,UK,Customer Support,54.6,50.0,58.2,53.2,56.7,1
SRV0003558,EMP01186,2026-03-31,UK,Customer Support,54.1,50.8,53.8,44.1,64.3,0
SRV0003559,EMP01187,2025-03-31,UK,Customer Support,51.7,53.3,68.7,53.4,68.3,0
SRV0003560,EMP01187,2025-09-30,UK,Customer Support,44.8,44.0,58.3,39.3,60.1,1
SRV0003561,EMP01187,2026-03-31,UK,Customer Support,43.8,56.8,63.9,41.7,61.1,0
SRV0003562,EMP01188,2025-03-31,Germany,Customer Support,64.5,46.7,55.8,48.6,62.3,0
SRV0003563,EMP01188,2025-09-30,Germany,Customer Support,61.1,52.0,53.1,48.7,64.8,1
SRV0003564,EMP01188,2026-03-31,Germany,Customer Support,66.3,54.4,62.9,55.2,62.2,0
SRV0003565,EMP01189,2025-03-31,UK,Sales,48.4,43.8,62.2,53.9,63.3,1
SRV0003566,EMP01189,2025-09-30,UK,Sales,49.8,55.2,56.1,51.1,61.0,1
SRV0003567,EMP01189,2026-03-31,UK,Sales,52.9,54.5,66.6,55.7,62.0,1
SRV0003568,EMP01190,2025-03-31,UK,Operations,46.2,42.0,53.3,50.6,53.6,1
SRV0003569,EMP01190,2025-09-30,UK,Operations,40.1,42.1,47.7,38.2,50.4,1
SRV0003570,EMP01190,2026-03-31,UK,Operations,29.9,35.2,49.5,44.3,49.7,1
SRV0003571,EMP01191,2025-03-31,Germany,Operations,49.9,39.5,45.9,42.6,61.0,1
SRV0003572,EMP01191,2025-09-30,Germany,Operations,39.1,40.0,45.2,39.3,59.4,1
SRV0003573,EMP01191,2026-03-31,Germany,Operations,42.3,32.8,43.1,49.5,60.1,1
SRV0003574,EMP01192,2025-03-31,UK,Sales,77.5,57.8,63.5,66.4,70.1,0
SRV0003575,EMP01192,2025-09-30,UK,Sales,78.1,56.0,64.4,74.1,71.4,0
SRV0003576,EMP01192,2026-03-31,UK,Sales,72.1,62.5,69.2,60.8,65.4,0
SRV0003577,EMP01193,2025-03-31,France,Operations,52.4,36.8,54.3,42.1,53.7,0
SRV0003578,EMP01193,2025-09-30,France,Operations,40.8,36.4,55.8,36.8,53.7,1
SRV0003579,EMP01193,2026-03-31,France,Operations,47.8,32.3,45.2,44.1,61.8,0
SRV0003580,EMP01194,2025-03-31,UK,Customer Support,70.1,71.1,70.0,55.7,64.0,0
SRV0003581,EMP01194,2025-09-30,UK,Customer Support,67.1,58.9,63.1,63.9,66.6,0
SRV0003582,EMP01194,2026-03-31,UK,Customer Support,65.0,57.0,63.7,58.3,66.3,1
SRV0003583,EMP01195,2025-03-31,Germany,Customer Support,49.2,53.2,48.9,43.1,58.8,1
SRV0003584,EMP01195,2025-09-30,Germany,Customer Support,44.6,41.9,59.8,50.8,54.3,0
SRV0003585,EMP01195,2026-03-31,Germany,Customer Support,47.4,41.3,59.5,47.6,63.9,0
SRV0003586,EMP01196,2025-03-31,UK,People,85.0,88.3,75.1,70.9,70.9,0
SRV0003587,EMP01196,2025-09-30,UK,People,90.5,91.1,81.6,76.9,72.7,0
SRV0003588,EMP01196,2026-03-31,UK,People,86.0,76.7,80.9,85.6,77.0,0
SRV0003589,EMP01197,2025-03-31,France,Sales,70.3,62.8,60.6,65.6,64.6,0
SRV0003590,EMP01197,2025-09-30,France,Sales,60.8,65.4,68.3,68.4,61.8,0
SRV0003591,EMP01197,2026-03-31,France,Sales,67.5,53.4,62.4,67.5,66.6,0
SRV0003592,EMP01198,2025-03-31,Netherlands,Operations,68.3,64.3,58.5,55.4,57.6,0
SRV0003593,EMP01198,2025-09-30,Netherlands,Operations,70.8,55.2,64.4,58.9,70.8,0
SRV0003594,EMP01198,2026-03-31,Netherlands,Operations,69.6,48.3,57.9,57.3,69.3,1
SRV0003595,EMP01199,2025-03-31,France,Customer Support,62.8,51.0,68.6,57.9,66.9,0
SRV0003596,EMP01199,2025-09-30,France,Customer Support,60.2,45.1,61.1,45.9,57.4,0
SRV0003597,EMP01199,2026-03-31,France,Customer Support,53.1,52.2,59.9,57.0,59.6,0
SRV0003598,EMP01200,2025-03-31,UK,Supply Chain,65.7,60.8,57.5,66.4,65.4,0
SRV0003599,EMP01200,2025-09-30,UK,Supply Chain,71.1,64.9,61.8,58.3,58.1,1
SRV0003600,EMP01200,2026-03-31,UK,Supply Chain,60.7,52.4,55.5,59.6,63.0,0
SRV0003601,EMP01201,2025-03-31,UK,Sales,47.4,57.8,63.8,65.7,60.4,0
SRV0003602,EMP01201,2025-09-30,UK,Sales,60.5,47.2,62.0,50.0,63.9,0
SRV0003603,EMP01201,2026-03-31,UK,Sales,55.7,52.2,57.5,64.1,58.6,0
SRV0003604,EMP01202,2025-03-31,UK,Sales,63.1,65.5,66.8,63.5,63.7,0
SRV0003605,EMP01202,2025-09-30,UK,Sales,77.9,54.6,69.8,65.0,65.7,0
SRV0003606,EMP01202,2026-03-31,UK,Sales,62.2,56.0,67.6,60.6,59.8,0
SRV0003607,EMP01203,2025-03-31,UK,Sales,84.4,68.1,72.3,77.3,72.5,0
SRV0003608,EMP01203,2025-09-30,UK,Sales,78.7,68.6,62.7,61.9,63.4,0
SRV0003609,EMP01203,2026-03-31,UK,Sales,72.5,71.3,65.9,77.4,64.0,0
SRV0003610,EMP01204,2025-03-31,Netherlands,Finance,95.2,93.6,74.1,79.8,81.6,0
SRV0003611,EMP01204,2025-09-30,Netherlands,Finance,94.3,80.7,76.7,76.0,72.6,0
SRV0003612,EMP01204,2026-03-31,Netherlands,Finance,89.2,89.3,84.9,77.1,70.6,0
SRV0003613,EMP01205,2025-03-31,Germany,Operations,35.5,32.7,54.9,40.6,56.6,1
SRV0003614,EMP01205,2025-09-30,Germany,Operations,35.9,35.1,50.7,40.9,49.2,0
SRV0003615,EMP01205,2026-03-31,Germany,Operations,19.2,23.4,47.8,39.9,48.8,0
SRV0003616,EMP01206,2025-03-31,UK,Finance,91.2,88.6,68.2,72.2,74.2,0
SRV0003617,EMP01206,2025-09-30,UK,Finance,92.1,81.0,75.4,77.9,66.3,0
SRV0003618,EMP01206,2026-03-31,UK,Finance,82.9,80.9,77.5,79.3,76.8,1
SRV0003619,EMP01207,2025-03-31,UK,Operations,73.6,59.3,63.3,58.7,54.1,0
SRV0003620,EMP01207,2025-09-30,UK,Operations,59.6,54.2,54.4,49.7,65.5,0
SRV0003621,EMP01207,2026-03-31,UK,Operations,60.6,52.9,51.6,52.0,55.2,1
SRV0003622,EMP01208,2025-03-31,Germany,Operations,36.6,42.0,50.2,36.9,51.3,1
SRV0003623,EMP01208,2025-09-30,Germany,Operations,38.2,26.9,49.9,34.6,60.9,1
SRV0003624,EMP01208,2026-03-31,Germany,Operations,31.9,27.3,49.2,37.2,60.4,0
SRV0003625,EMP01209,2025-03-31,Germany,Supply Chain,44.3,36.6,51.6,37.7,60.7,1
SRV0003626,EMP01209,2025-09-30,Germany,Supply Chain,34.2,38.4,52.7,48.7,50.4,0
SRV0003627,EMP01209,2026-03-31,Germany,Supply Chain,33.6,34.0,44.3,43.8,56.4,1
SRV0003628,EMP01210,2025-03-31,UK,Technology,69.8,74.2,73.4,70.4,63.5,0
SRV0003629,EMP01210,2025-09-30,UK,Technology,83.1,76.1,72.4,79.1,73.2,0
SRV0003630,EMP01210,2026-03-31,UK,Technology,83.7,74.8,69.8,65.5,73.4,0
SRV0003631,EMP01211,2025-03-31,UK,Customer Support,51.0,44.9,61.4,43.6,53.2,0
SRV0003632,EMP01211,2025-09-30,UK,Customer Support,49.5,55.0,56.5,51.6,56.3,1
SRV0003633,EMP01211,2026-03-31,UK,Customer Support,42.6,50.2,58.3,54.5,58.8,1
SRV0003634,EMP01212,2025-03-31,France,Operations,55.5,50.0,50.4,44.2,53.8,0
SRV0003635,EMP01212,2025-09-30,France,Operations,47.6,36.0,52.2,54.0,58.9,1
SRV0003636,EMP01212,2026-03-31,France,Operations,54.0,42.1,57.3,40.4,64.7,0
SRV0003637,EMP01213,2025-03-31,Ireland,Operations,27.5,22.3,45.5,34.3,55.8,0
SRV0003638,EMP01213,2025-09-30,Ireland,Operations,21.6,27.2,54.4,40.2,48.2,1
SRV0003639,EMP01213,2026-03-31,Ireland,Operations,19.9,32.6,41.8,31.7,50.9,1
SRV0003640,EMP01214,2025-03-31,Germany,Customer Support,51.3,32.2,60.3,37.6,61.2,0
SRV0003641,EMP01214,2025-09-30,Germany,Customer Support,38.5,36.9,61.1,35.8,56.6,0
SRV0003642,EMP01214,2026-03-31,Germany,Customer Support,37.9,35.9,61.3,43.2,64.6,1
SRV0003643,EMP01215,2025-03-31,Germany,Customer Support,54.7,43.4,63.1,50.3,56.6,1
SRV0003644,EMP01215,2025-09-30,Germany,Customer Support,58.9,49.6,51.8,44.9,54.0,1
SRV0003645,EMP01215,2026-03-31,Germany,Customer Support,58.0,43.5,61.5,48.0,64.3,1
SRV0003646,EMP01216,2025-03-31,UK,Operations,59.2,50.6,59.4,52.1,59.8,1
SRV0003647,EMP01216,2025-09-30,UK,Operations,61.1,46.1,63.9,58.3,55.6,0
SRV0003648,EMP01216,2026-03-31,UK,Operations,52.3,56.2,53.6,57.2,59.8,1
SRV0003649,EMP01217,2025-03-31,UK,Operations,52.2,47.8,63.7,51.1,62.4,1
SRV0003650,EMP01217,2025-09-30,UK,Operations,46.1,46.4,62.3,42.0,61.6,0
SRV0003651,EMP01217,2026-03-31,UK,Operations,35.7,47.2,50.2,47.9,62.2,0
SRV0003652,EMP01218,2025-03-31,Netherlands,Commercial,84.0,71.8,66.3,82.5,73.0,0
SRV0003653,EMP01218,2025-09-30,Netherlands,Commercial,91.4,71.3,69.4,72.3,74.6,0
SRV0003654,EMP01218,2026-03-31,Netherlands,Commercial,88.5,75.1,71.9,74.6,65.4,0
SRV0003655,EMP01219,2025-03-31,Ireland,Operations,38.8,46.7,51.0,35.3,55.7,1
SRV0003656,EMP01219,2025-09-30,Ireland,Operations,29.2,31.5,59.8,44.0,60.8,0
SRV0003657,EMP01219,2026-03-31,Ireland,Operations,28.1,31.0,53.9,42.4,64.2,0
SRV0003658,EMP01220,2025-03-31,UK,Supply Chain,64.6,59.7,60.6,62.8,69.0,1
SRV0003659,EMP01220,2025-09-30,UK,Supply Chain,68.8,53.0,63.7,62.9,66.0,0
SRV0003660,EMP01220,2026-03-31,UK,Supply Chain,62.8,46.3,59.5,57.8,68.8,0
SRV0003661,EMP01221,2025-03-31,UK,Supply Chain,55.0,59.4,64.0,47.6,60.4,1
SRV0003662,EMP01221,2025-09-30,UK,Supply Chain,51.5,59.0,55.1,61.7,64.5,0
SRV0003663,EMP01221,2026-03-31,UK,Supply Chain,58.2,42.7,60.8,55.8,67.7,1
SRV0003664,EMP01222,2025-03-31,UK,Customer Support,74.3,58.8,66.8,66.0,71.3,0
SRV0003665,EMP01222,2025-09-30,UK,Customer Support,81.0,70.7,61.1,55.0,59.9,0
SRV0003666,EMP01222,2026-03-31,UK,Customer Support,75.2,69.1,61.3,68.2,62.8,0
SRV0003667,EMP01223,2025-03-31,Germany,Finance,81.6,61.0,64.5,64.1,73.1,0
SRV0003668,EMP01223,2025-09-30,Germany,Finance,84.2,77.8,68.8,67.9,63.3,0
SRV0003669,EMP01223,2026-03-31,Germany,Finance,70.3,77.1,72.4,71.0,64.2,1
SRV0003670,EMP01224,2025-03-31,UK,Finance,79.4,79.5,70.7,76.7,78.4,0
SRV0003671,EMP01224,2025-09-30,UK,Finance,85.1,82.2,74.6,74.0,76.1,0
SRV0003672,EMP01224,2026-03-31,UK,Finance,73.8,67.2,82.7,61.8,74.7,0
SRV0003673,EMP01225,2025-03-31,UK,Supply Chain,60.8,57.8,57.1,51.4,68.8,0
SRV0003674,EMP01225,2025-09-30,UK,Supply Chain,59.1,44.2,55.5,56.4,57.9,0
SRV0003675,EMP01225,2026-03-31,UK,Supply Chain,49.3,50.2,57.3,59.0,66.0,0
SRV0003676,EMP01226,2025-03-31,UK,Customer Support,50.9,43.1,53.2,42.2,54.6,0
SRV0003677,EMP01226,2025-09-30,UK,Customer Support,43.1,37.9,58.2,40.8,61.8,0
SRV0003678,EMP01226,2026-03-31,UK,Customer Support,49.2,52.3,52.7,51.8,61.3,1
SRV0003679,EMP01227,2025-03-31,France,Supply Chain,49.5,45.4,64.9,57.0,58.8,1
